,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
TAGLN,0.5049158344776288,0.8636151252038475,1.032262336015374,1.0687988981182617,0.8846144073023083,0.663843184946205,1.0548130770429855,1.0099407099278128,0.8527404910102714,0.8098693500421126,0.9654277391166152,0.5797554160166918,0.8268621016057605,0.953628448771764,1.0593089865014171,0.7285296413132825,0.8572454673219889,1.0285226203408246,0.8703877793962134,0.9810559238295022,0.98898719085913,1.0066966352096944,1.0434636924549778,1.018851858907886,0.7265771495822477,1.0498164531479262,0.9524280706773816,0.15889019032852758,0.006149665845766704,0.1668400749034591,0.16072582146778958,-0.08413580630444084,0.02352552930874241,-0.05913677633654003,-0.07407723605140948,0.13122258571592085,0.4791151264413029,0.1300723553861478,0.5951977430535527,0.06752854091382865,0.3051582098158345
FAM38A,1.0384124237730368,0.9731481799196828,1.232185610104109,1.0776016604150378,0.8706534403707797,0.70345508155509,0.9542871483366908,0.9892234810968894,0.970638982751606,0.7606682172891648,1.168305366049912,0.5539255913968613,0.7069757922333828,0.9846870812762171,1.036387936327257,0.7169195646822664,0.9473115828576292,0.975670879929288,1.0244954436988531,1.088818718905144,1.1832955364221762,1.1386564806902504,0.6733982586529237,0.8858035087825673,0.6486641170252683,1.0404895653545614,0.926986510962542,0.2604975064498536,0.0004175056214137385,0.4134636833000671,-0.00449055521243924,0.18177319032592854,0.14318781681108295,0.25602534210361183,0.104946757543408,-0.02317718693658044,0.04862367173135485,0.11781666906395305,0.6153050908024651,-0.05035843633725978,0.21082865128604025
EZR,1.2004952867043013,1.1115609855472195,1.0949608164723106,1.1992120039257703,0.8853947926628095,0.6089154652683526,1.070267670506318,0.9510920924187332,1.0435216762643669,0.8474624328118544,0.9846411738168712,0.4650704472294955,0.6280213971554658,1.0320806819254302,0.9887402301093844,0.9584781897455869,1.046355148417657,1.1615406515689808,0.9756778260123156,1.0824117215467788,0.9352971984525194,1.020592102542785,0.7321352751037427,0.9424097285068648,0.7121208908374513,1.0138784508157128,0.9150976448986744,0.19018242189565934,-0.3376886362909428,0.2879624505109861,0.07242799556817836,0.20630453636066412,0.24584252646565186,0.2976085318964192,-0.0471424911791769,0.26750650116348296,-0.00671829425803061,-0.03638013729155709,0.5558319733451297,-0.1220390391858548,0.05180885901628374
ST7,1.1804922302267589,0.9625633780796828,0.9678437232241526,1.2687981309957983,0.9651453541459982,0.6805676793684836,0.6066984388392787,1.1505123022378982,0.9003153728977141,0.8855152430198798,1.0604456631413914,0.6106166451559376,0.5266013163693861,0.9042323611183568,1.150245680203953,0.8552524087942059,0.9659923772392788,0.8523648741730157,0.8745079528137067,0.9864408906035405,1.062083981076683,0.7031765215338737,0.8302507957143401,1.0416362031646147,0.6469969417764163,0.8145061301144678,0.9599038258703572,-0.08720625798979698,0.13421189491784258,0.1764415508922682,0.06970334631439434,0.11798416955387114,0.20659056992160907,0.09825331029654838,0.049634030219757534,0.06053961731033864,0.1712338162941096,0.18984227501797926,0.5948003890361593,0.23335215197566386,0.22098836625524831
PCIF1,0.9877798337871146,1.0840246447552122,1.1454953323668822,1.1430342384854293,0.9191469160891832,0.81180164601246,0.963083506825602,1.0163956362994555,0.9404085646895508,0.9220688665583588,1.1966340541928302,0.7053018781949459,0.6808916414268507,0.8862238002742684,0.9795406756227004,0.8335983670666258,1.1117350935034451,1.065225686076428,1.0263732811761734,1.1393429966732842,1.0201231880245731,0.9259049490123608,0.7205767802652696,0.8081020249896285,0.6365835723500237,0.8319636229628142,0.911250507542824,0.12505630156907446,0.0636817753752763,0.3678666747642629,0.12632435545287102,0.13232945644441685,0.2833962508499557,0.16503471278149814,0.02038519673124473,0.3269023097611341,0.2757987008180596,0.16002155073114688,0.8094774125722104,0.00029025346637734373,0.3092904059295156
C21orf70,1.020353906967402,0.9368812879250532,1.00680430594714,1.0843962568630878,0.9591454043805064,0.79727086430599,0.9449445152776632,1.0152932706977944,0.9165852898498226,0.9599876559144008,0.9761501651900122,0.4329719215451524,0.6372688560762427,0.7043655730949699,1.0245787899105687,0.8194039685143839,0.9700825163846084,0.9371908960673034,0.9327366892868838,1.0064877803582453,0.9935376913805268,1.0393787718167642,1.0261920223159575,0.956986112929374,0.7512715210753049,0.8871968322090851,0.9791013994721679,0.3654475805520241,0.3287322891969462,0.2273680088373993,0.17684234968551293,0.1119931739675366,0.16699735577289654,-0.08795394434159076,0.1052606118058581,0.06642397014639667,0.5265276623603727,0.2579173397968797,0.4774217567274182,0.5029779489269763,0.43542069765738667
SAPS2,0.8876930681510986,0.913931156472798,1.1372272984745422,1.082243318441196,0.9110128993344456,0.7162088008517697,0.6167999051013737,0.9882549445337068,1.0608128852661185,1.0268224786658149,0.9681567841430744,0.835142420960751,0.7102694999491783,0.8455459933175566,1.0515546145465349,0.599505034229411,1.079708230632729,0.9485881663710519,0.9428006493632788,0.9612652556113837,1.0076890942978416,0.9881519888578234,0.961029050544215,1.0444802197996053,0.7633534667698241,0.9131193154190322,0.9648267711033052,0.368593384638654,0.17986927871759395,0.6245502645380778,0.16664291349222893,0.3158791157254166,0.2703597444612349,0.13241290775165027,-0.0655272877922739,0.2837849225209732,0.2264442385399361,0.06694253164105303,0.6831608278187451,0.12041691698390178,0.3655779051911949
ASAP2,0.9117581957181992,0.7273412373614421,0.8802756896874744,1.0893302204732986,0.8365024872333553,0.6639437422435228,0.7664445535916721,0.9396940747470256,0.6232172017513866,1.0351335447535002,0.7396279447020708,0.6476210804151208,0.5990403683817105,0.7312598463312026,0.9846962471164152,0.6759000205617616,0.9884968457210364,0.8982814120192617,0.8271946274476999,0.8515001087365563,0.9060973548507016,0.7702886996831482,0.9873353577892124,1.0092749805746941,0.5693768840919535,0.9414698814247036,0.8823018113086736,0.3063387610907098,0.06262707924012513,0.31296462756384136,0.042870814421507315,0.4630508747954636,0.4338148872087193,0.259107356302656,-0.07366525221271902,0.29779281611322306,0.01768640523003362,0.26067506582941125,0.32738582660745985,0.21064266009300248,0.3079766119894214
FMNL2,1.0715390317317464,1.041999108008115,0.8087408722625031,1.193653990309658,0.940504946463073,0.6212484193872159,0.8020350824767062,0.8362334484155616,0.9412832332198736,0.9703113470734568,1.0759725685118509,0.673322862471867,0.5026408073466644,0.9451968022570294,1.037654825755039,0.8526737904616248,1.027427324774274,0.9101328080699927,0.6766114720205381,1.0854702719796476,0.7419475180939044,0.8648716456313434,0.8465815084956008,1.096781359972002,0.7691874483456078,0.4935602753446244,1.0592048872966064,0.07247232061733011,0.08929865891880279,0.2986612741767599,0.3012387150839736,0.3377094907383338,0.2027081776536599,0.07239094712385685,0.1160308890382537,0.0313887754330473,0.3980570044337157,0.016588477963106363,0.5110746683226474,0.11983737374342872,0.1902515009340452
AHDC1,1.0927992730772136,0.8801760735759689,0.9746490234018216,0.9663562440669328,0.9721620778926954,0.7786903611469786,0.9077055460797836,0.9824661107029172,0.8886684114547458,0.758149688056557,1.0514453257279943,0.8882978405008783,0.9204882381603608,0.9736236041152342,1.1308885009153768,0.8341671585183716,0.960821079091382,0.9825595352167268,1.0403755843854854,0.7909945085319636,0.9616938970074518,0.8176456277098176,1.125157441545788,0.997055454730868,0.5909078937101021,1.0697515024395488,1.0916704332414209,0.07534115623148985,0.04541985299192186,0.6681659117083165,0.2361658319290893,0.058003992644249276,0.20105578391358714,-0.016605447742680024,0.006699333341388503,0.2542700912948206,0.29751448797390045,0.13399433499237068,0.8135631923825879,0.3416926386252732,0.4073709855957679
