	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
24	-1.6608202	0.7558039	-0.8993924	-1.1852117	0.14532962	-1.0701259	-1.9859682	-1.1470692	0.88591677	-1.562491	0.30989212	0.9891404	-1.1974349	-1.0640438	-0.2630847	-1.7808105	-1.1112605	-0.73995954	2.6061797	-0.1013141	-1.4248956	1.3839403	0.4698191	-0.26525223	0.9030994	0.35725874	0.33830413	-1.0498915	-0.6551298	-2.3086276	-0.09339947	1.0061023	-0.6929757	1.8344182	1.6018485	-0.9545725	0.34936225	1.3249282	1.1917378	-0.0836145	-1.333753	-0.023930453	-0.9936265	-0.42268714	-1.8832692	-0.077935345	0.22594714	-1.8295399	0.54271895	-2.0124857	-1.554914
25	-1.6437539	0.76426697	-0.8328114	-1.1915824	0.15614559	-1.0532367	-1.935214	-1.1243542	0.87583196	-1.5518136	0.32313675	0.9946326	-1.1795291	-1.0304608	-0.23475392	-1.7797371	-1.14141	-0.7475957	2.5371494	-0.082641	-1.4632971	1.3609148	0.4435996	-0.2774147	0.87528616	0.32157922	0.31459367	-1.0344461	-0.6303494	-2.230908	-0.11612222	1.0253278	-0.67042625	1.7749524	1.5895057	-0.9359045	0.34627843	1.286159	1.1399924	-0.09106601	-1.2981999	0.021574859	-1.0014386	-0.40594485	-1.8394848	-0.058163427	0.2296598	-1.8085526	0.56122357	-1.962626	-1.5049012
26	-1.7033184	0.8239806	-0.86514056	-1.2284498	0.14580408	-1.0932364	-2.0506399	-1.1398801	0.89681137	-1.5958695	0.34498945	1.0737903	-1.2606993	-1.0587461	-0.2148294	-1.8465633	-1.1838872	-0.7780533	2.5917583	-0.09715058	-1.5010278	1.4531896	0.40066108	-0.27689558	0.9358678	0.29253903	0.31069088	-1.0768315	-0.6745037	-2.344428	-0.12252755	1.0704521	-0.6870612	1.8530627	1.6593847	-0.9741685	0.32379845	1.3838574	1.2177044	-0.11313674	-1.3266922	0.031636305	-1.0069606	-0.42087138	-1.8791535	-0.047106255	0.22713758	-1.9305234	0.6099675	-2.020283	-1.5558141
27	-1.779434	0.84047425	-0.9023655	-1.2725545	0.1567988	-1.1334996	-2.0614164	-1.220117	0.92611045	-1.6389208	0.34864256	1.0635544	-1.2897692	-1.1199602	-0.27709657	-1.8806319	-1.2341987	-0.7701064	2.7867258	-0.08887308	-1.5691113	1.4724762	0.47360703	-0.29890093	0.97401774	0.36264828	0.35574153	-1.1528239	-0.71627796	-2.4053693	-0.10059795	1.0956817	-0.73455185	1.9360514	1.6871493	-0.97415876	0.39330223	1.4029812	1.2274576	-0.1077011	-1.4165925	0.033225637	-1.073918	-0.39847836	-1.9516436	-0.06339619	0.22119662	-1.934471	0.6085417	-2.0837772	-1.6329176
28	-1.5801347	0.7574858	-0.78546274	-1.0882924	0.13232958	-0.9640413	-1.8945627	-1.0682449	0.81907773	-1.4501327	0.2853235	0.8680741	-1.1412604	-1.0153267	-0.17025642	-1.7121656	-1.0428354	-0.72089416	2.4420178	-0.09348418	-1.3766936	1.31234	0.42363223	-0.2622238	0.8455866	0.2986008	0.35506266	-1.0002652	-0.609955	-2.1782775	-0.14513953	0.99484754	-0.6336976	1.7243915	1.4831424	-0.9464463	0.34703195	1.2277098	1.093414	-0.072165124	-1.1857611	0.0053938897	-0.89533705	-0.4663438	-1.7911797	-0.10329744	0.2340069	-1.7244009	0.53603077	-1.9377576	-1.4959658
29	-1.5369247	0.73288965	-0.7767333	-1.1050645	0.12565556	-0.9703906	-1.8649484	-1.0231328	0.7820639	-1.4152781	0.2940333	0.93390536	-1.150898	-0.95468026	-0.17846625	-1.6269265	-1.0388136	-0.72974	2.3596275	-0.10154168	-1.3226804	1.3099421	0.362686	-0.26988953	0.84263134	0.26781252	0.27588397	-0.9720392	-0.60791343	-2.1327393	-0.12080236	0.9141692	-0.6158188	1.6841921	1.4758157	-0.88536274	0.27797714	1.2188596	1.1124244	-0.11194726	-1.2332946	-0.02380334	-0.8850436	-0.39873987	-1.6851453	-0.056173947	0.20725042	-1.7328894	0.55296654	-1.8309276	-1.3830814
30	-1.6195791	0.74298024	-0.9015787	-1.1515921	0.15594368	-1.0543772	-1.9444654	-1.1188649	0.8143651	-1.5182629	0.303131	0.98486274	-1.1844982	-1.0550677	-0.26167375	-1.7633461	-1.115938	-0.74304706	2.5349653	-0.10361049	-1.4288883	1.3731055	0.44634157	-0.2489613	0.9057377	0.33451605	0.31192118	-1.0469339	-0.6633029	-2.2789967	-0.09309949	0.9898278	-0.6769872	1.8082256	1.5705296	-0.9099086	0.34489438	1.327359	1.1931758	-0.0753873	-1.3192459	-0.0049503427	-0.98603773	-0.4016151	-1.8339208	-0.06177399	0.2048864	-1.8122296	0.5258093	-1.953691	-1.5120112
31	-1.7319112	0.7996785	-0.93979007	-1.2396076	0.1572939	-1.1154642	-2.083876	-1.1568128	0.8721431	-1.6102669	0.32922718	1.0591067	-1.2793475	-1.0970505	-0.24731264	-1.8662071	-1.1852447	-0.80184597	2.6516817	-0.12212924	-1.4906981	1.4727863	0.43581757	-0.29570356	0.9569353	0.31923473	0.31256187	-1.1025276	-0.6866105	-2.4111466	-0.118489444	1.0305305	-0.6873686	1.9226408	1.6460836	-0.9708998	0.34761497	1.3861212	1.258694	-0.11535514	-1.3909937	-0.0028835216	-1.0440358	-0.42918745	-1.9137926	-0.077388264	0.23691341	-1.9430914	0.5881863	-2.0620558	-1.6023829
32	-1.6424879	0.77578634	-0.8912239	-1.1872716	0.16327979	-1.0764487	-1.9497917	-1.1483728	0.882782	-1.5775911	0.30864218	1.0182273	-1.2003027	-1.0198808	-0.27419227	-1.7783936	-1.1346536	-0.7356156	2.5786808	-0.09125469	-1.4583946	1.3861097	0.44488558	-0.25263688	0.9187944	0.35353097	0.32629168	-1.0634114	-0.63775945	-2.2685823	-0.08206651	1.0189077	-0.69106984	1.7921576	1.6104525	-0.9262206	0.33544993	1.3166934	1.1664138	-0.09461577	-1.3160466	0.019718422	-1.0067322	-0.39726683	-1.8423545	-0.041067027	0.19206503	-1.8409418	0.5594221	-1.9408121	-1.5143061
33	-1.5989208	0.7556642	-0.7861136	-1.1752331	0.15717635	-1.007827	-1.9277234	-1.090605	0.7902687	-1.485535	0.3004156	0.9580175	-1.1948404	-1.0629188	-0.22389384	-1.7630095	-1.1376882	-0.7671065	2.4869876	-0.080835715	-1.4054369	1.3723109	0.40341336	-0.25828117	0.91641414	0.27527493	0.28861737	-1.0138228	-0.6206632	-2.2058141	-0.123741254	0.9719607	-0.6540493	1.7792377	1.5368279	-0.9473553	0.3462358	1.2588683	1.1806484	-0.13278162	-1.3135353	0.01593756	-0.99512863	-0.43292195	-1.763559	-0.09341955	0.26764384	-1.8002485	0.5996068	-1.8874437	-1.5104094
34	-1.5457321	0.71764785	-0.77029085	-1.053435	0.15198198	-0.956594	-1.8210988	-1.0461353	0.759545	-1.3918637	0.28744036	0.844058	-1.10034	-1.0127571	-0.1859601	-1.654181	-1.0374938	-0.69299763	2.4076488	-0.0717975	-1.3561126	1.2442635	0.44061536	-0.26157632	0.8376974	0.30372825	0.34276414	-0.97275263	-0.6121285	-2.1097186	-0.13558075	0.95622075	-0.63018817	1.7004275	1.4266768	-0.8837662	0.37944174	1.1999117	1.0633204	-0.05250241	-1.1676941	0.032681733	-0.9060022	-0.41338244	-1.7515198	-0.09417987	0.22595763	-1.652065	0.49592766	-1.8896602	-1.4740169
35	-1.7337344	0.77779686	-0.9509351	-1.2084152	0.17402491	-1.1319226	-2.0646403	-1.1801931	0.832342	-1.5644294	0.31605092	1.0339295	-1.275159	-1.0991197	-0.25787598	-1.8464302	-1.1657262	-0.8006266	2.688565	-0.11773035	-1.48993	1.4601856	0.47136697	-0.2854453	0.97379637	0.33627003	0.33384702	-1.1126931	-0.69431484	-2.388524	-0.09029874	1.0311455	-0.69880426	1.9289651	1.6456662	-0.95147055	0.3483961	1.3737708	1.2683318	-0.124909915	-1.402372	-0.0063299043	-1.0382973	-0.42465463	-1.906498	-0.06253897	0.19410893	-1.9052362	0.56610507	-2.0341692	-1.5810232
36	-1.6187748	0.7599338	-0.8549778	-1.1668222	0.16214146	-1.0211204	-1.9017155	-1.1070622	0.8440176	-1.5091429	0.30741486	0.98313236	-1.1601003	-1.03244	-0.242826	-1.7559687	-1.1271062	-0.72244555	2.4914398	-0.07959237	-1.433744	1.3592261	0.4398669	-0.25448462	0.8918633	0.31586823	0.3107107	-1.0355687	-0.6300017	-2.2441216	-0.09379163	1.0165504	-0.67014384	1.7369416	1.5604031	-0.9014722	0.33859345	1.3182677	1.1464797	-0.08570712	-1.2869295	0.02385041	-0.969044	-0.3991695	-1.8132416	-0.051803526	0.21698545	-1.7965386	0.53048	-1.9142234	-1.4948275
37	-1.6835504	0.7962249	-0.88752353	-1.217499	0.14519057	-1.0600836	-1.9849759	-1.1613176	0.88994414	-1.5783273	0.29149637	1.0282947	-1.2395614	-1.0482782	-0.26535526	-1.8130975	-1.1608129	-0.76412725	2.6187856	-0.09458369	-1.4863592	1.4036425	0.4403876	-0.26213187	0.91112226	0.33300042	0.32307926	-1.0906571	-0.6753912	-2.324893	-0.10405632	1.0320469	-0.69364464	1.8596871	1.6319683	-0.93695545	0.36273348	1.3488101	1.2054093	-0.09738248	-1.357253	-0.0033150369	-1.000672	-0.40345532	-1.8819954	-0.062225867	0.20830108	-1.8785504	0.5790973	-2.0010562	-1.5481222
38	-1.6654074	0.7612805	-0.9291246	-1.1631889	0.16637103	-1.0516189	-1.9807906	-1.1531777	0.8175608	-1.5468354	0.2682156	0.9701876	-1.190468	-1.089181	-0.288096	-1.8059701	-1.1388437	-0.73173267	2.618917	-0.08876379	-1.4671031	1.3704879	0.48736927	-0.22188398	0.9403876	0.3568594	0.3511536	-1.0900933	-0.6544146	-2.31471	-0.102260485	1.0385711	-0.7131608	1.8373251	1.5909262	-0.92229956	0.37079567	1.3391588	1.1910994	-0.070697226	-1.3187447	0.029501112	-1.0139645	-0.43229613	-1.89832	-0.09009816	0.22182159	-1.8314848	0.5192031	-1.9823748	-1.567997
39	-1.5306075	0.71009374	-0.78131264	-1.0627553	0.15353787	-0.9795203	-1.8174402	-1.0568593	0.76401895	-1.4047061	0.2887025	0.86890393	-1.105474	-1.0041379	-0.20334026	-1.6514051	-1.0346241	-0.69945467	2.390118	-0.08424721	-1.3362385	1.2634295	0.4414671	-0.2489351	0.85368276	0.30521092	0.3364475	-0.9649002	-0.60332066	-2.1003246	-0.10424204	0.94586563	-0.626558	1.6878281	1.4511211	-0.88644063	0.35490817	1.1915101	1.0873923	-0.082440004	-1.1841799	0.021107312	-0.91730475	-0.40500504	-1.7229788	-0.07497838	0.20426768	-1.6616446	0.5031516	-1.8384029	-1.4504685
