	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
40	0.73905045	-3.496525	3.5746264	4.2624626	1.2735621	0.10624743	4.5188646	-6.2973633	2.6952682	-1.1413467	0.92270136	0.82797676	1.9125499	1.5344391	-2.0179749
41	0.7653599	-3.5222118	3.5945194	4.2963896	1.2621375	0.12951392	4.516644	-6.307366	2.7111793	-1.1612012	0.93602616	0.8230543	1.918289	1.5375878	-2.034339
42	0.7725056	-3.784275	3.8646894	4.598871	1.3547834	0.1062169	4.8974447	-6.8396063	2.8873446	-1.2061723	0.96346974	0.88163656	2.0380466	1.6168286	-2.177286
43	0.77304286	-3.4913096	3.576434	4.2531476	1.2623253	0.14212704	4.4567113	-6.197304	2.7069685	-1.1900281	0.9828551	0.80758214	1.9194618	1.5367783	-2.0064523
44	0.8312488	-3.724575	3.7698438	4.6076345	1.3391773	0.10724336	4.802152	-6.711111	2.8871613	-1.1911296	0.9685222	0.8961935	2.070436	1.6881732	-2.1673799
45	0.8220346	-3.836287	3.9222987	4.6723456	1.3861967	0.13767637	4.9163694	-6.8742056	2.9554136	-1.2687902	1.0243361	0.89981335	2.0896323	1.6637877	-2.1989563
46	0.8263277	-3.8568957	3.9617057	4.6939287	1.3990926	0.14116025	4.9739475	-6.921166	2.9734108	-1.2783862	1.0398175	0.90285444	2.1023133	1.6857799	-2.238708
47	0.80797	-3.7755957	3.8582578	4.6002293	1.3701928	0.12547812	4.853533	-6.77513	2.912136	-1.2476512	1.0082285	0.88813907	2.0666656	1.6475058	-2.1689854
48	0.7511757	-3.6257474	3.7078686	4.4140816	1.3146726	0.11074372	4.661546	-6.5112214	2.7883384	-1.1811062	0.9634858	0.8495049	1.9699411	1.562509	-2.060859
49	0.8057051	-3.7640018	3.8621514	4.5897756	1.3853683	0.12539536	4.849985	-6.7837625	2.9041135	-1.2473841	0.9949649	0.8979658	2.064408	1.6294748	-2.1746173
50	0.7942077	-3.8069265	3.8910768	4.626593	1.3911092	0.11812915	4.9115944	-6.852914	2.938004	-1.2452573	1.0074735	0.90565985	2.0756934	1.6749268	-2.177781
51	0.79111457	-3.6676056	3.7550726	4.4674397	1.3377185	0.13198255	4.6997027	-6.5738153	2.830883	-1.224522	0.98410517	0.8656692	2.0070505	1.5892055	-2.1046016
52	0.83703166	-3.8410225	3.9247012	4.6828513	1.3977671	0.13427453	4.941422	-6.903844	2.9658282	-1.2761235	1.0174085	0.91133565	2.1090178	1.6862408	-2.2257977
53	0.67105675	-3.016712	3.1189291	3.5852308	1.1385925	0.19761075	3.7616107	-5.2777047	2.3584366	-1.1197966	0.8851849	0.71322244	1.6223238	1.3285958	-1.6609186
54	0.70347506	-3.129334	3.215189	3.7674434	1.1615378	0.18054724	3.9170609	-5.4951735	2.447822	-1.123657	0.90717745	0.7437717	1.7003046	1.3901407	-1.7439232
55	0.6399963	-2.8539562	2.956304	3.3947175	1.0737765	0.1960995	3.5607305	-4.9866157	2.2301817	-1.0590625	0.8401133	0.6717219	1.5292383	1.2632595	-1.5801301
56	0.61863035	-2.7739503	2.8303378	3.3056154	1.0283656	0.15870932	3.4587882	-4.8612003	2.1653666	-1.0096865	0.7922285	0.6583049	1.5005919	1.2329016	-1.527291
57	0.70634204	-3.1777058	3.2306185	3.8454037	1.1524575	0.1463488	3.9975028	-5.626094	2.4639754	-1.098505	0.8711459	0.7519826	1.7301646	1.3886812	-1.7848701
58	0.72122717	-3.1764047	3.2430756	3.8302076	1.1770465	0.1688866	3.9615655	-5.5753922	2.488655	-1.1451335	0.91862804	0.7585078	1.744283	1.4050322	-1.7625535
59	0.63647604	-2.8685095	2.9826903	3.4149601	1.0899448	0.19281997	3.5800452	-5.0226536	2.2383716	-1.0656525	0.84275305	0.6755034	1.5383831	1.2461487	-1.5817999
60	0.7135029	-3.2392383	3.3312066	3.9101284	1.2084526	0.16516739	4.0784016	-5.7097263	2.5350351	-1.147875	0.9399766	0.7723352	1.7694972	1.4359962	-1.8064482
61	0.6776683	-3.0460455	3.1504464	3.6425598	1.1448013	0.19122724	3.811945	-5.3392053	2.383542	-1.1131473	0.8955767	0.7223124	1.6434824	1.348292	-1.6908162
62	0.6430076	-2.8717916	2.9442701	3.4146025	1.0686966	0.18314607	3.570576	-5.018021	2.242516	-1.0566335	0.82962805	0.6782116	1.543309	1.2762138	-1.5750223
63	0.66090757	-2.9440255	2.9888399	3.5372407	1.0894798	0.15154882	3.6597111	-5.1589193	2.3058126	-1.0602751	0.84417945	0.7036486	1.6122187	1.3088845	-1.6087744
64	0.6487617	-2.9086292	3.02133	3.456594	1.1137375	0.1990278	3.6401298	-5.1222734	2.2702775	-1.0783043	0.83017737	0.7004491	1.5573545	1.277028	-1.61573
65	0.68241894	-3.0824192	3.1678894	3.7076967	1.1502703	0.16531008	3.8622267	-5.4192057	2.4113355	-1.1067625	0.8966045	0.73408085	1.6798867	1.3556854	-1.7116349
66	0.64818865	-2.877559	2.9285774	3.477402	1.0814921	0.1418162	3.5975394	-5.0722375	2.2638485	-1.0259255	0.8196767	0.70640016	1.5871695	1.2972032	-1.5881376
67	0.6698832	-3.023571	3.1116366	3.6223204	1.1323307	0.1756306	3.7784135	-5.3026247	2.3658307	-1.0970007	0.8827486	0.71863496	1.6387304	1.3347809	-1.66817
68	0.67124325	-2.996428	3.1153395	3.5773234	1.1382576	0.19895516	3.750678	-5.2638583	2.3409998	-1.1074973	0.87432224	0.71352345	1.6133107	1.3087143	-1.6728033
69	0.6385236	-2.8537328	2.9639623	3.4058805	1.0816184	0.19362949	3.5677483	-4.990151	2.2364168	-1.0552644	0.84851736	0.6763452	1.5347127	1.2702111	-1.5814458
70	0.6827636	-3.0165174	3.0689192	3.6574042	1.1095785	0.1451919	3.780702	-5.310757	2.3615925	-1.0627713	0.86059433	0.72158563	1.6609428	1.3485124	-1.6828042
71	0.6599637	-2.9502254	3.0630453	3.5150266	1.1301227	0.19472064	3.6908658	-5.1776457	2.3142633	-1.0977336	0.8677287	0.70940125	1.5943087	1.3069159	-1.6366434
72	0.60513	-2.7380564	2.8115907	3.267789	1.0319009	0.16139531	3.4189458	-4.808794	2.1404338	-0.99643975	0.7839644	0.6566794	1.4784056	1.213697	-1.5026239
73	0.66406935	-2.940451	3.0576088	3.5236816	1.1202564	0.1929155	3.682776	-5.16482	2.3041394	-1.0851562	0.865077	0.7045239	1.5921855	1.2941371	-1.6462443
74	0.66248924	-2.9530451	2.9983468	3.5494947	1.0919777	0.15418619	3.6731265	-5.186464	2.3098893	-1.0573331	0.8354446	0.70999366	1.6116234	1.3111784	-1.6189611
75	0.68355894	-3.068289	3.1236532	3.7007573	1.1190765	0.15130916	3.8430338	-5.414966	2.3831522	-1.0772772	0.8524669	0.72701895	1.6680169	1.3368315	-1.7127213
76	0.6544538	-2.9349973	2.9990916	3.5188425	1.0896245	0.16159196	3.6601312	-5.142348	2.2964075	-1.0604527	0.8495614	0.696991	1.5969226	1.3033385	-1.6132561
77	0.6149453	-2.7892156	2.8440323	3.3349898	1.0337692	0.14989968	3.4782395	-4.8907895	2.177466	-1.004234	0.7975562	0.66196066	1.5114186	1.2348256	-1.5262047
78	0.6045343	-2.7289221	2.8655624	3.215167	1.0405867	0.2181123	3.4089622	-4.763689	2.122328	-1.0337328	0.8078831	0.63376385	1.4340066	1.1871357	-1.5142069
