	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
69	-1.4179124	-0.3860616	-0.6879447	-0.22846079	-0.33356658	-0.035666246	1.1906694	-1.3771694	-1.5088383	-0.24899147	1.7701406	0.50122833	0.6886545	-0.0693481	0.5426773	0.71561605	0.06288135	1.088328	-0.15974738	-0.684535	-0.394742	0.8113275	-1.2327654	1.1287125	1.1140844	0.6880225	-2.0301054	-0.56514645	-0.80281705	-1.2790636
70	-1.474864	-0.42987552	-0.7008019	-0.22943904	-0.37995365	-0.04313708	1.1992477	-1.4445086	-1.6054852	-0.2227935	1.8156968	0.56176436	0.70906925	-0.08412151	0.5515201	0.7556918	0.03991139	1.1000267	-0.1858662	-0.7105342	-0.39800495	0.83413345	-1.2856805	1.1477815	1.1710882	0.7240216	-2.0977151	-0.5723352	-0.7874845	-1.3303237
71	-1.4752775	-0.40020892	-0.7030722	-0.23151492	-0.34674564	-0.03280402	1.2276762	-1.4359945	-1.5590305	-0.25243175	1.8256668	0.5211846	0.7125875	-0.08136286	0.550758	0.73681706	0.06325485	1.1274089	-0.1653925	-0.7124309	-0.4047462	0.85353905	-1.2710059	1.1668024	1.1614927	0.714604	-2.111959	-0.5918068	-0.82936144	-1.3237013
72	-1.347722	-0.37419546	-0.65326715	-0.20874692	-0.34518927	-0.015652232	1.1367546	-1.3376958	-1.4442959	-0.22703323	1.6975013	0.4936297	0.6456911	-0.07936291	0.4973089	0.68698025	0.051163398	1.0474206	-0.16616492	-0.65767777	-0.38377532	0.7634061	-1.1672639	1.0727351	1.0717648	0.6591651	-1.937307	-0.5404635	-0.74428916	-1.230409
73	-1.4647961	-0.38019	-0.69023305	-0.2191485	-0.35518968	-0.013778241	1.2197924	-1.430722	-1.5446893	-0.24114378	1.8381312	0.52959204	0.704625	-0.08274574	0.5273916	0.7422141	0.055382118	1.1403332	-0.15466222	-0.72503525	-0.40449056	0.85110515	-1.2632837	1.1507167	1.1711882	0.71783435	-2.115629	-0.59259474	-0.80187	-1.3112228
74	-1.4545894	-0.41206613	-0.692418	-0.2125924	-0.36049283	-0.050054714	1.1921688	-1.4122386	-1.567733	-0.2360586	1.7941583	0.54717684	0.6858502	-0.06863095	0.5412346	0.7285596	0.06315475	1.0854269	-0.19224198	-0.69733703	-0.38685456	0.8136698	-1.2529068	1.1373373	1.138142	0.7024493	-2.0599742	-0.55247307	-0.8133592	-1.3165092
75	-1.4647537	-0.4225934	-0.71384317	-0.218486	-0.42478898	-0.02683251	1.2468065	-1.4984238	-1.6133742	-0.21330215	1.8696369	0.5839776	0.688123	-0.10480837	0.5331053	0.76688904	0.05336725	1.1464126	-0.19783616	-0.73228025	-0.43120486	0.81056005	-1.296098	1.1535008	1.1855897	0.7410498	-2.1295583	-0.58283305	-0.7784228	-1.3631524
76	-1.4409232	-0.40793127	-0.6941065	-0.2139488	-0.36508146	-0.042219896	1.1990651	-1.41331	-1.5500212	-0.23307522	1.7863544	0.5425217	0.6798074	-0.076993406	0.543162	0.7247	0.061490238	1.089456	-0.18221204	-0.69504476	-0.39413965	0.80400836	-1.247533	1.1349736	1.1332136	0.69582665	-2.0531998	-0.551126	-0.8031283	-1.3094541
77	-1.3698332	-0.37651867	-0.6579116	-0.20663677	-0.34167606	-0.022779692	1.1351733	-1.3447232	-1.4588203	-0.22983763	1.7030942	0.49884045	0.6512972	-0.07612033	0.5052513	0.688245	0.053630054	1.0470233	-0.1654524	-0.6604901	-0.38211173	0.77596056	-1.1733495	1.0801297	1.0827051	0.66630095	-1.955888	-0.53821313	-0.7568112	-1.2392287
78	-1.3605281	-0.36059582	-0.66253406	-0.21842636	-0.32373723	-0.005881626	1.1670802	-1.3489254	-1.4281541	-0.24000601	1.71835	0.4783483	0.6573738	-0.0798838	0.5120728	0.6814619	0.060339957	1.0714387	-0.14588623	-0.6585981	-0.38967967	0.783713	-1.1789134	1.0939866	1.0771245	0.6515207	-1.9644165	-0.556325	-0.7721285	-1.23055
