	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
22	-1.8434346	-0.59571385	-0.8636527	-0.2292285	-0.5761325	-0.07664026	1.4908912	-1.8696213	-2.0959277	-0.23868826	2.2846718	0.79512143	0.8629665	-0.13623025	0.65594184	0.9699949	0.040230095	1.3672632	-0.2890938	-0.92851174	-0.4782874	1.0097985	-1.5979817	1.4351778	1.4524398	0.92401016	-2.6355696	-0.7118965	-0.95914847	-1.6980796
23	-1.6634493	-0.49692923	-0.8143524	-0.25438562	-0.51968336	-0.034707498	1.4246067	-1.7439556	-1.8676088	-0.20972046	2.1443305	0.69471896	0.77489066	-0.15453906	0.5955004	0.8898715	0.041511014	1.3290414	-0.22757672	-0.8657057	-0.5070974	0.9299725	-1.512109	1.3066009	1.3700426	0.87121457	-2.472872	-0.6794497	-0.8435458	-1.5649858
24	-1.7239293	-0.5297683	-0.84530425	-0.2581849	-0.5567249	-0.03142737	1.4537154	-1.8187687	-1.953101	-0.19891503	2.2239373	0.7462298	0.7906166	-0.17043263	0.5975547	0.92979085	0.034092553	1.3686597	-0.26322907	-0.8857403	-0.52125204	0.94687426	-1.5644246	1.3368659	1.419392	0.90636826	-2.5464056	-0.6813989	-0.8628044	-1.6348987
25	-1.6840665	-0.5516388	-0.8347623	-0.25648266	-0.5665052	-0.038434394	1.4285247	-1.7999642	-1.9212812	-0.19782265	2.1547468	0.73478884	0.7760769	-0.18223524	0.6073751	0.9189067	0.041536823	1.3235058	-0.27515605	-0.8519937	-0.5269188	0.8982136	-1.5284209	1.320194	1.3726053	0.89862806	-2.4740794	-0.666606	-0.85394603	-1.6202625
26	-1.7815454	-0.53773755	-0.84638536	-0.23401183	-0.6082486	-0.032467116	1.4636037	-1.8639454	-2.018788	-0.19889522	2.2729156	0.79185027	0.81995577	-0.18320952	0.60003597	0.97246546	0.028230181	1.3958523	-0.27431712	-0.929117	-0.515815	0.9652423	-1.5800668	1.3592778	1.4635087	0.95518184	-2.6126435	-0.70535696	-0.8672443	-1.6526248
27	-1.8110803	-0.60193455	-0.8975015	-0.23529126	-0.6573514	-0.03536912	1.5605042	-1.9401661	-2.0969086	-0.20039633	2.3449242	0.83908546	0.81942785	-0.18628667	0.657072	1.0134183	0.03260754	1.4455916	-0.2968255	-0.9681598	-0.5715335	0.9399715	-1.6541469	1.4414637	1.494243	0.9750177	-2.7036092	-0.7057058	-0.89160717	-1.76732
28	-1.6628981	-0.47768098	-0.79156667	-0.24332018	-0.4662702	-0.04540799	1.381206	-1.6683108	-1.8291596	-0.24638687	2.0947096	0.6546331	0.78674036	-0.11415646	0.59582007	0.8655617	0.049768247	1.2840738	-0.22337535	-0.84304965	-0.46515942	0.9406185	-1.4632623	1.3029735	1.3349277	0.8426299	-2.4168534	-0.6700893	-0.8800637	-1.5207618
29	-1.5960331	-0.5201875	-0.75404084	-0.21517572	-0.5191744	-0.046917923	1.3105196	-1.6432515	-1.8388946	-0.189647	2.0150442	0.69836867	0.7654791	-0.124147564	0.56749415	0.8719424	0.008006707	1.216275	-0.23391551	-0.83028376	-0.4406207	0.8898691	-1.4188482	1.2564383	1.2945971	0.8247362	-2.3289423	-0.6486184	-0.7855854	-1.486288
30	-1.6825364	-0.5135153	-0.8090547	-0.23269479	-0.5889673	-0.030433733	1.433214	-1.7901094	-1.9280723	-0.19401693	2.18698	0.75669193	0.7850566	-0.16301182	0.5858881	0.9379349	0.03204736	1.3342861	-0.26127273	-0.8895306	-0.5056491	0.9013603	-1.5273546	1.3062761	1.3968974	0.90446776	-2.487875	-0.6864984	-0.8213896	-1.5839077
31	-1.7731963	-0.53762513	-0.84088075	-0.2409765	-0.5636965	-0.035065044	1.4949694	-1.8526728	-1.9641236	-0.22675619	2.2569551	0.7592564	0.7884888	-0.19254845	0.6140665	0.9374327	0.06847617	1.4117236	-0.28361315	-0.93099254	-0.533684	0.9564336	-1.5924116	1.3709676	1.4356252	0.9470922	-2.6237826	-0.7015783	-0.92300695	-1.6718369
32	-1.6803315	-0.57517713	-0.80886686	-0.21603623	-0.59823215	-0.027888708	1.4219543	-1.7922834	-1.9612815	-0.17677094	2.1837375	0.7777035	0.7750626	-0.1803788	0.59941113	0.9414374	0.029688934	1.3426659	-0.26400968	-0.9020798	-0.5114471	0.8994002	-1.5344336	1.3212746	1.3740464	0.91039705	-2.5000184	-0.6733467	-0.8188726	-1.6279857
33	-1.647344	-0.49920258	-0.8060662	-0.2303364	-0.54265314	-0.018784275	1.4076703	-1.7530617	-1.8931289	-0.15987562	2.1612499	0.7433353	0.7837155	-0.13693479	0.56193495	0.9135326	0.008404233	1.324782	-0.2167351	-0.8705796	-0.49469957	0.9371544	-1.5022522	1.3094178	1.3808886	0.8629882	-2.4815633	-0.6854198	-0.8019775	-1.5677524
34	-1.6461661	-0.4655696	-0.78884584	-0.24711415	-0.44508567	-0.028792445	1.3756416	-1.6420032	-1.787841	-0.25232714	2.0748668	0.6281656	0.78031856	-0.11554278	0.5995201	0.8504531	0.051996768	1.2835314	-0.20067807	-0.8280454	-0.46701965	0.9361104	-1.4453559	1.2913504	1.3231221	0.8246169	-2.3903098	-0.65641385	-0.87503874	-1.5041506
35	-1.7645783	-0.55216616	-0.85306406	-0.24519874	-0.59256935	-0.008549603	1.4860436	-1.871526	-2.0070202	-0.1884102	2.2847092	0.78383046	0.81495804	-0.18396823	0.6082382	0.9725747	0.01989186	1.4181939	-0.2538605	-0.9319208	-0.5430228	0.97252	-1.5995468	1.3775115	1.4667113	0.9465147	-2.636341	-0.71234536	-0.8531353	-1.6819729
36	-1.669913	-0.55481124	-0.82550585	-0.24259005	-0.5857963	-0.03602789	1.4057118	-1.7767732	-1.9229102	-0.1819427	2.142323	0.74786705	0.77334845	-0.18053013	0.59654707	0.9338798	0.028335417	1.3180356	-0.27499312	-0.8619015	-0.5261254	0.8830175	-1.5191581	1.3128108	1.3726304	0.9099334	-2.4653778	-0.6601099	-0.82292837	-1.6166106
37	-1.7115053	-0.5559977	-0.8357093	-0.23109238	-0.61118126	-0.025183056	1.4802954	-1.84418	-1.9670602	-0.19027728	2.2262614	0.7826318	0.7810858	-0.18503408	0.6097253	0.95473117	0.043144017	1.3742676	-0.27830213	-0.9088295	-0.5396785	0.8994126	-1.5655857	1.3494924	1.4149244	0.9273354	-2.5515637	-0.6860252	-0.8499532	-1.6592938
38	-1.7539381	-0.53738	-0.8514963	-0.26489258	-0.5621648	-0.0221258	1.4703974	-1.8442199	-1.9715365	-0.20702776	2.2447567	0.7469565	0.8151936	-0.17937256	0.60362595	0.9490701	0.022131953	1.3918476	-0.2598078	-0.9055291	-0.529342	0.97625643	-1.5817021	1.3683594	1.4462057	0.9248037	-2.5966158	-0.7103785	-0.87082416	-1.6516372
39	-1.6059712	-0.4806861	-0.77433616	-0.22796072	-0.50395626	-0.0058948724	1.3605189	-1.6748848	-1.7948503	-0.20216224	2.0716138	0.67668533	0.7538811	-0.14385726	0.562573	0.86722016	0.031524196	1.2834226	-0.21742481	-0.8324033	-0.48126677	0.89531446	-1.4347644	1.2631046	1.3208905	0.8366303	-2.3745651	-0.65423864	-0.80867714	-1.508359
40	-1.6114222	-0.51203334	-0.7890059	-0.22972395	-0.55089664	-0.04050023	1.3765389	-1.7130052	-1.8516784	-0.18573235	2.0750577	0.7137235	0.7560911	-0.1494055	0.5859021	0.8862783	0.0331001	1.262992	-0.23624088	-0.83434707	-0.48887995	0.86922795	-1.4596107	1.2659913	1.3269159	0.8500024	-2.3738577	-0.6480083	-0.7978153	-1.5303825
41	-1.6715144	-0.53324616	-0.80927104	-0.22782478	-0.547982	-0.058304984	1.3842733	-1.7436905	-1.909438	-0.19551575	2.1063516	0.72919005	0.77863795	-0.14371303	0.60312825	0.8932596	0.033055022	1.2708714	-0.2418829	-0.8441658	-0.47811958	0.91076595	-1.4793105	1.2988813	1.3520911	0.8579549	-2.4240236	-0.64895064	-0.8372221	-1.5641657
42	-1.7309726	-0.5477191	-0.83459604	-0.22454078	-0.6364098	-0.026499685	1.4691942	-1.8571019	-1.9971589	-0.17923863	2.2559042	0.8100512	0.7896103	-0.19418211	0.60007	0.97783184	0.03305766	1.3895568	-0.2817472	-0.9308265	-0.5346565	0.90518004	-1.5807066	1.3400707	1.436726	0.95591754	-2.5795212	-0.69276845	-0.8329897	-1.6522955
43	-1.6600944	-0.5121847	-0.7978853	-0.2641271	-0.47656357	-0.0046219286	1.3873785	-1.7127726	-1.805809	-0.22780025	2.0767055	0.6602186	0.7706857	-0.18570112	0.6121995	0.8580251	0.04009044	1.3118143	-0.22400706	-0.8300177	-0.49006376	0.9293267	-1.480614	1.2953986	1.3287475	0.84815145	-2.4274318	-0.6654104	-0.86679065	-1.5285251
44	-1.7280697	-0.5204746	-0.85343647	-0.2835824	-0.5687903	-0.011602135	1.4754591	-1.8412709	-1.9239701	-0.22167991	2.2356894	0.72637486	0.78824604	-0.2158007	0.60833335	0.94486874	0.04438515	1.407052	-0.2743468	-0.8954629	-0.5582091	0.9261199	-1.5862458	1.3339314	1.4257559	0.9473643	-2.5678341	-0.6989108	-0.8683061	-1.635431
45	-1.7790767	-0.54834235	-0.86646265	-0.25266716	-0.584812	-0.019821985	1.525231	-1.8884649	-2.0098836	-0.20971827	2.303067	0.7707464	0.8212886	-0.18146577	0.62090254	0.9638074	0.034828186	1.4347107	-0.256684	-0.9396562	-0.544874	0.98642015	-1.6116166	1.4052117	1.4688299	0.93819624	-2.6601715	-0.7280806	-0.8909217	-1.6923155
46	-1.7793927	-0.53207296	-0.8659737	-0.26329765	-0.5927802	-0.018348873	1.5166914	-1.8738464	-2.014047	-0.21439092	2.3139682	0.7737959	0.8295578	-0.17839378	0.6292567	0.9876539	0.026026433	1.4395584	-0.2585715	-0.95137	-0.5530371	0.9721477	-1.6311802	1.3932654	1.4818317	0.96685386	-2.6674721	-0.73340935	-0.86943316	-1.6754282
47	-1.7376949	-0.5310849	-0.8391939	-0.24491389	-0.5714588	-0.009192793	1.4775776	-1.8376621	-1.9681767	-0.18967755	2.2614038	0.7643687	0.806186	-0.17398903	0.5992483	0.9587527	0.029671295	1.4082261	-0.24624583	-0.92347014	-0.53948057	0.96406025	-1.5840678	1.3612409	1.4491196	0.9384624	-2.6099904	-0.7111158	-0.85261714	-1.65874
48	-1.717483	-0.48786837	-0.8216944	-0.2533614	-0.4969109	-0.033805564	1.4230212	-1.7493697	-1.8804387	-0.2344437	2.1660726	0.69558734	0.7934196	-0.1397569	0.598729	0.8991923	0.04665432	1.3390437	-0.24772048	-0.8704858	-0.5020661	0.9580979	-1.5215858	1.3362733	1.3949007	0.8914623	-2.5185924	-0.68659276	-0.8949977	-1.5846354
49	-1.7435883	-0.52326596	-0.8410136	-0.23775543	-0.58802325	-0.01864533	1.4769536	-1.8418312	-1.9763907	-0.20010015	2.264179	0.769668	0.80064577	-0.17259556	0.600449	0.95792717	0.03178469	1.4037328	-0.2548421	-0.93089366	-0.53554183	0.9527717	-1.5784991	1.357293	1.4503632	0.9413743	-2.6067388	-0.7078043	-0.85059726	-1.6488072
50	-1.7819422	-0.53264964	-0.871266	-0.27283734	-0.56091887	-0.010038007	1.535163	-1.876232	-1.9904561	-0.21711558	2.3135333	0.751133	0.8283954	-0.17054091	0.62650007	0.9669054	0.042912647	1.4350562	-0.25067553	-0.91800755	-0.5510213	0.9847171	-1.6242949	1.3955586	1.4828475	0.93119204	-2.6430757	-0.71521115	-0.8992938	-1.6964451
51	-1.7131777	-0.49850735	-0.8296541	-0.25275698	-0.55454224	-0.02245628	1.449447	-1.8107471	-1.9326025	-0.19859138	2.2260604	0.7375281	0.8025235	-0.1621754	0.5866978	0.9310436	0.031980284	1.368373	-0.23758265	-0.88896024	-0.5143606	0.9565424	-1.5478231	1.3259554	1.422268	0.9056548	-2.5405393	-0.703887	-0.8458182	-1.5986267
52	-1.7712685	-0.56475854	-0.8547251	-0.2312301	-0.61358666	-0.031747814	1.482771	-1.8657104	-2.039019	-0.19519022	2.281865	0.8072723	0.81338036	-0.16858989	0.62293935	0.9823333	0.02590123	1.3967993	-0.28038868	-0.9366937	-0.5318575	0.94540536	-1.6004486	1.3809152	1.4582045	0.9532407	-2.6235847	-0.69927555	-0.8632861	-1.6854895
53	-1.5020486	-0.39337933	-0.71529293	-0.23183952	-0.35156786	-0.025480136	1.2508502	-1.4616431	-1.5767477	-0.2559103	1.8673029	0.5359848	0.7184574	-0.080979496	0.55295575	0.7508706	0.06383548	1.1568371	-0.1713627	-0.7297977	-0.41527328	0.86501616	-1.2956659	1.187496	1.1873938	0.73080134	-2.1614242	-0.6017547	-0.8446262	-1.3454907
54	-1.5589178	-0.42228052	-0.72751	-0.22808331	-0.36586234	-0.032218587	1.2850571	-1.5047207	-1.6296968	-0.24498552	1.901564	0.57891667	0.7280895	-0.090688586	0.58140475	0.7706555	0.067404866	1.1779947	-0.18194999	-0.7544582	-0.41778907	0.8825167	-1.3482593	1.2161185	1.2318614	0.7494847	-2.2314427	-0.5931198	-0.8707369	-1.3953501
55	-1.4267662	-0.3813733	-0.6724788	-0.21194449	-0.32786492	-0.024455026	1.1804295	-1.3723133	-1.5017388	-0.24787828	1.7627572	0.50421965	0.6920504	-0.06260287	0.5330652	0.7089735	0.060149446	1.0817647	-0.15193096	-0.68511397	-0.37816867	0.82547915	-1.2136514	1.12855	1.1195315	0.67674226	-2.02801	-0.5659169	-0.80344194	-1.2698802
56	-1.3437577	-0.392553	-0.6471259	-0.20413342	-0.351727	-0.028651193	1.1313825	-1.336133	-1.449813	-0.21677804	1.6761675	0.5049361	0.6367846	-0.08757588	0.5023013	0.68494654	0.054385036	1.0351262	-0.17381328	-0.66058415	-0.3822473	0.7538281	-1.1718129	1.0686363	1.063823	0.6625781	-1.9336182	-0.5313768	-0.74318564	-1.2376219
57	-1.5300671	-0.4323504	-0.72401047	-0.21715137	-0.42880216	-0.03625924	1.2651002	-1.5262862	-1.6685163	-0.22350846	1.9158212	0.61020434	0.71412367	-0.10215856	0.5540519	0.7928832	0.05549562	1.1696819	-0.20854554	-0.76161355	-0.42633155	0.842692	-1.3384422	1.18258	1.2281325	0.77318734	-2.2012324	-0.59282726	-0.81216496	-1.3935355
58	-1.5602312	-0.43214676	-0.7371448	-0.2368887	-0.37473214	-0.03204124	1.2876011	-1.5133879	-1.6604807	-0.26035053	1.9420996	0.5663967	0.7407009	-0.09189095	0.57071817	0.78392553	0.067084864	1.1956222	-0.18953158	-0.7598459	-0.42041382	0.8917267	-1.3510307	1.2165234	1.2279197	0.75794613	-2.225688	-0.60609126	-0.869434	-1.4087559
59	-1.4358332	-0.39069283	-0.69151866	-0.23238963	-0.3352024	-0.02125103	1.2074113	-1.407613	-1.5131477	-0.24220587	1.790321	0.5056404	0.6928672	-0.08503031	0.5388749	0.71784556	0.059834026	1.1099716	-0.15112963	-0.6904819	-0.40219128	0.83272743	-1.2462735	1.1381642	1.1360251	0.68869376	-2.0607543	-0.57284915	-0.80443716	-1.2970662
60	-1.5867203	-0.4424898	-0.74779564	-0.24033402	-0.40251702	-0.03173123	1.3137388	-1.5597216	-1.7060311	-0.25161332	1.9811325	0.5898286	0.76252824	-0.102226645	0.58337903	0.80826974	0.05459445	1.2209771	-0.18040675	-0.78712964	-0.43120265	0.91493237	-1.3825637	1.2401606	1.260978	0.7804081	-2.2838876	-0.63624465	-0.85776365	-1.4250349
61	-1.5118738	-0.40339866	-0.7123432	-0.22334933	-0.36375526	-0.019710232	1.2539797	-1.469962	-1.604106	-0.25350735	1.8821594	0.54575086	0.7376989	-0.07224065	0.55698615	0.76461047	0.05014606	1.1599474	-0.15970828	-0.7432846	-0.4084499	0.8821028	-1.2955649	1.2027403	1.1998684	0.7310671	-2.1767316	-0.61825955	-0.83115286	-1.3483058
62	-1.4191169	-0.40088004	-0.6837349	-0.21014528	-0.34990743	-0.04409339	1.1724739	-1.3855677	-1.5174223	-0.22943316	1.7457323	0.52803564	0.66528165	-0.071087524	0.5345728	0.70540977	0.063195586	1.0625728	-0.17688303	-0.6743996	-0.38918895	0.7928566	-1.2200686	1.1157455	1.1138172	0.68017715	-2.0139475	-0.5341444	-0.7945234	-1.2918859
63	-1.444142	-0.41005772	-0.69603115	-0.2180704	-0.35876408	-0.032254178	1.1870748	-1.4109049	-1.553679	-0.23447168	1.7918606	0.5305894	0.6888339	-0.0757993	0.53086644	0.7297557	0.047781616	1.0979134	-0.17583983	-0.69869024	-0.39925945	0.8254267	-1.2420411	1.1422393	1.1412754	0.70174456	-2.0656338	-0.5624827	-0.79248047	-1.3169705
64	-1.4561918	-0.3754547	-0.6996095	-0.23432398	-0.3471088	-0.024535526	1.2392887	-1.4352155	-1.5246652	-0.24955058	1.8226569	0.5174398	0.69214773	-0.09494898	0.5441033	0.71987706	0.070461854	1.1371024	-0.16130826	-0.71005756	-0.4041912	0.83647156	-1.2695397	1.1452507	1.1545972	0.7011936	-2.0983589	-0.5845723	-0.82232827	-1.2967082
65	-1.4961962	-0.41569352	-0.717291	-0.22007535	-0.40536088	-0.0065899175	1.2665565	-1.5082012	-1.6183056	-0.23072153	1.9058352	0.5724786	0.7210433	-0.10000341	0.54184204	0.78007424	0.045681216	1.1825889	-0.17218031	-0.75464326	-0.4321646	0.85783273	-1.3070743	1.1936177	1.2053758	0.7492876	-2.1879196	-0.6202501	-0.80071837	-1.3693576
66	-1.3895873	-0.423391	-0.6778935	-0.22064884	-0.37932107	-0.031684317	1.1724464	-1.4047413	-1.5225817	-0.20964687	1.7411565	0.5356806	0.6600939	-0.10246745	0.5247087	0.71725917	0.045976877	1.0718392	-0.18208618	-0.68211764	-0.40380403	0.7785986	-1.2296463	1.1047229	1.1064724	0.6901805	-2.0074127	-0.55096024	-0.7512622	-1.2915866
67	-1.4982455	-0.39369556	-0.71551394	-0.22958404	-0.36119804	-0.029570729	1.2445234	-1.4625705	-1.5922673	-0.2501332	1.8735294	0.5425584	0.7228729	-0.07436545	0.5479621	0.75501907	0.058567725	1.1486856	-0.17037335	-0.7264213	-0.4075015	0.8640516	-1.2910212	1.1794152	1.1877586	0.726199	-2.1475203	-0.59988976	-0.8319132	-1.3395324
68	-1.5013762	-0.3988315	-0.7100104	-0.2263412	-0.35924858	-0.019510517	1.244861	-1.4552104	-1.5893117	-0.25988573	1.8744537	0.5327678	0.72708505	-0.07989581	0.54744416	0.7540514	0.05529367	1.1576576	-0.16450702	-0.7352731	-0.40114212	0.872919	-1.2847359	1.1825695	1.1866308	0.7217618	-2.1473863	-0.6032602	-0.8311821	-1.3365841
