	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
32	2.0592883	-0.40721247	-0.14954038	-1.958208	1.4246303	-0.25163385	1.7652799	-0.64716816	-0.6674385	-0.8553748	-1.0676476	-0.31331652	-0.24864917	0.84253937	-1.3430847	1.1931773	-0.5809791	-0.79234505	-2.478772	2.3767467	0.1254612	0.21035315	0.35046488	1.2301359	1.1732671	1.3177345	-0.083132476	-0.3959232	-0.6798823	2.106896	-0.05154224	1.468489	1.1221725	0.84078175	0.41166556	0.060484752	0.9704914	0.42720422	0.19796592	0.36919817	2.1216142	-1.3416747	-0.06733993	0.12273383	0.23073688	-1.290751	-1.6428578	-0.2279886	-3.2044363
33	1.993557	-0.3544538	-0.10793731	-1.9018606	1.4096901	-0.23909625	1.7495878	-0.6369444	-0.6978758	-0.8114117	-1.0384864	-0.24991122	-0.2566931	0.79036826	-1.3580067	1.1614988	-0.59645456	-0.734369	-2.4248033	2.3053684	0.1561112	0.24165107	0.3201349	1.1443517	1.1455787	1.302934	-0.06131564	-0.3641647	-0.66854984	2.079961	-0.043916963	1.3845896	1.0921868	0.7937083	0.446761	0.1283601	0.93520707	0.46571782	0.21112989	0.35023725	2.0376577	-1.224249	-0.05688118	0.12077126	0.20801562	-1.2533343	-1.5822884	-0.2102881	-3.1308327
34	1.908088	-0.3733824	-0.16058722	-1.8221049	1.3422545	-0.17375597	1.7435584	-0.58502036	-0.72892326	-0.8165779	-1.0171696	-0.1926489	-0.2276988	0.7252305	-1.2924137	1.0886358	-0.60619104	-0.6679328	-2.2926865	2.227858	0.12119335	0.1531219	0.20736012	1.1484926	1.1101661	1.2998543	-0.10607991	-0.41373083	-0.6990154	1.9765697	0.050420407	1.3872207	1.0010021	0.7760359	0.38936117	0.17185427	0.88925034	0.41966194	0.199088	0.365517	1.9829103	-1.2223442	-0.07235077	0.09497605	0.14054309	-1.2118981	-1.5239056	-0.24624763	-2.9343188
35	2.1494644	-0.42664585	-0.15265316	-2.0353098	1.493647	-0.21170615	1.8756137	-0.6656582	-0.7243907	-0.90810794	-1.1499943	-0.30809098	-0.26015505	0.87402934	-1.411002	1.245334	-0.6337906	-0.8201018	-2.5835512	2.4853554	0.13578776	0.19617525	0.3530019	1.2631068	1.2080246	1.4113864	-0.08062155	-0.42284608	-0.7276812	2.2053769	-0.020271474	1.5388725	1.1766436	0.8986902	0.42872506	0.09512196	1.0316311	0.45308873	0.19326043	0.41182804	2.2113326	-1.4112576	-0.04453517	0.1384479	0.23403588	-1.3392282	-1.7211733	-0.23898405	-3.350397
36	2.019315	-0.37828222	-0.15348786	-1.8980935	1.4037585	-0.22791606	1.7574743	-0.6599793	-0.7053793	-0.86703515	-1.0289993	-0.28389814	-0.24062869	0.800623	-1.3592421	1.1736816	-0.58026487	-0.7504348	-2.453066	2.322614	0.12975211	0.18099862	0.31033534	1.192478	1.117795	1.2981936	-0.092489965	-0.3664195	-0.7078275	2.070012	-0.034652404	1.4272631	1.1005226	0.8456674	0.44143027	0.07193549	0.95659	0.46009812	0.20706084	0.33169514	2.0692737	-1.3004159	-0.059441816	0.10910731	0.2239133	-1.2499892	-1.6165447	-0.20823064	-3.1381526
37	2.0785837	-0.40083164	-0.1387274	-1.9561633	1.4361055	-0.23151311	1.7996635	-0.670263	-0.6942385	-0.8555023	-1.0716766	-0.27388728	-0.24602085	0.82718843	-1.3842255	1.2057076	-0.5948379	-0.7727369	-2.5033216	2.380312	0.13537028	0.22846599	0.33514234	1.2350588	1.1660609	1.3338882	-0.0829497	-0.3959008	-0.6971854	2.1250837	-0.03176517	1.4650677	1.1278871	0.8543777	0.43956378	0.06633202	0.9659191	0.4488124	0.20955068	0.37169036	2.1228163	-1.3314486	-0.06577285	0.09859903	0.21602443	-1.2813218	-1.6577837	-0.22261658	-3.2166314
38	2.0911798	-0.41173843	-0.16771033	-1.9470242	1.421663	-0.19676521	1.8147944	-0.6506371	-0.70858765	-0.8706991	-1.1074837	-0.26795802	-0.22561924	0.8278547	-1.3720046	1.2208046	-0.6081507	-0.754252	-2.4998784	2.3982558	0.10911623	0.17410012	0.3587373	1.2401483	1.1524742	1.3412024	-0.07967903	-0.42167974	-0.74037355	2.133647	0.0169112	1.503371	1.1379017	0.8619265	0.40720126	0.07708465	0.98044276	0.440289	0.17853977	0.38171482	2.165156	-1.3798441	-0.029305097	0.12070291	0.21662036	-1.2867937	-1.656143	-0.21449281	-3.2284706
39	1.91208	-0.3728769	-0.16341548	-1.799749	1.3313028	-0.17621963	1.6885439	-0.5756638	-0.69131637	-0.8203282	-1.0079405	-0.21995021	-0.22801493	0.739227	-1.2606902	1.1069989	-0.569448	-0.6892707	-2.2986333	2.193411	0.111444324	0.15925385	0.24479607	1.1228905	1.0827429	1.2563583	-0.08264385	-0.39070088	-0.6657334	1.9552791	-0.011891214	1.358774	0.99320364	0.78026086	0.39434654	0.12688021	0.90178245	0.4230642	0.20980369	0.32939893	1.9683534	-1.2313875	-0.06479381	0.11230053	0.1705887	-1.2138855	-1.5089405	-0.22693136	-2.9282877
40	1.9398537	-0.3664837	-0.13928111	-1.8372328	1.3462692	-0.22965491	1.6841375	-0.6343947	-0.6375168	-0.7818031	-0.98014855	-0.2689459	-0.2270767	0.75991803	-1.3038142	1.1294118	-0.55614483	-0.70819813	-2.328549	2.2279077	0.12200403	0.21302241	0.32472974	1.1660726	1.0865734	1.244282	-0.091607206	-0.35821146	-0.65426666	1.9919682	-0.0401601	1.3621954	1.0383507	0.77714175	0.42144307	0.049703903	0.8874394	0.42694077	0.21500058	0.32619622	1.9816214	-1.2188845	-0.08246571	0.088341385	0.18930726	-1.1766766	-1.540416	-0.21319656	-3.0037367
41	1.9897544	-0.35587418	-0.1601293	-1.907891	1.3935862	-0.2001151	1.7356644	-0.6474384	-0.6573523	-0.7967286	-1.0234828	-0.24521396	-0.22649512	0.75969994	-1.3079609	1.1440163	-0.5633072	-0.7149549	-2.363159	2.256797	0.107861035	0.22459422	0.2985674	1.201668	1.1066262	1.2894775	-0.08190667	-0.38822213	-0.6459965	2.0148473	-0.027438164	1.3944616	1.050439	0.8248544	0.44981578	0.087136455	0.90469086	0.4433237	0.21898302	0.34826687	2.0094633	-1.2475803	-0.071703315	0.06108732	0.1855328	-1.2193202	-1.588752	-0.23062965	-3.048027
42	2.1237385	-0.39772752	-0.16661145	-1.9840615	1.4379728	-0.22233213	1.8004832	-0.7046206	-0.68215346	-0.8853715	-1.086586	-0.29206008	-0.23574366	0.8462693	-1.4116067	1.2275035	-0.5762407	-0.7745121	-2.5254972	2.3810658	0.13327165	0.20963925	0.36440077	1.2536504	1.1532139	1.3583647	-0.09819894	-0.40815115	-0.7389715	2.1783223	-0.033380426	1.505065	1.1542159	0.89137393	0.45611393	0.03550931	0.9813344	0.4749393	0.18704629	0.3614789	2.1756184	-1.3777884	-0.069962144	0.11498894	0.21956234	-1.2669275	-1.6955488	-0.20353223	-3.2825804
