	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
47	-4.67372	2.7323773	-1.2568604	-2.1127594	-0.49347693	-1.728152	-1.871254	-0.6104994	0.1743466	1.4649086	-0.3396302	-3.2445734	-0.13232343	0.14923851	-1.3814173	3.0301278	-1.6487793	1.2862753	1.1455833	-1.8843375	0.64918375	1.0734277	0.35143825	2.578109	0.040714055	-2.25884	-3.554139
48	-4.521813	2.6401343	-1.2225593	-2.0357149	-0.46348506	-1.6619819	-1.8181115	-0.59033966	0.159612	1.4381421	-0.37098882	-3.1254606	-0.13174538	0.15279835	-1.31259	2.8786268	-1.6010829	1.2623051	1.1225249	-1.8266543	0.63255334	1.0217535	0.35995978	2.4692566	0.03818042	-2.1621141	-3.4089124
49	-4.6378345	2.731677	-1.2601018	-2.0991664	-0.47734022	-1.7063917	-1.8682569	-0.60317004	0.17966524	1.4958296	-0.3383283	-3.2250278	-0.14392298	0.13998768	-1.3790873	3.0095596	-1.6448787	1.2817593	1.1347876	-1.8609875	0.64013875	1.0564643	0.36737356	2.5735514	0.047186494	-2.2526119	-3.5439308
50	-4.722973	2.7763183	-1.3128171	-2.1655831	-0.49278802	-1.7655705	-1.8832153	-0.62638974	0.19774735	1.5005533	-0.35142732	-3.2921693	-0.18494838	0.1503129	-1.3440055	3.0287936	-1.6648835	1.3532443	1.1831495	-1.9011377	0.68196774	1.0646018	0.36483672	2.6185653	0.026692508	-2.2991936	-3.5947087
51	-4.5670466	2.6864307	-1.2505488	-2.084387	-0.47873136	-1.6810504	-1.8319651	-0.60863197	0.1772486	1.4599053	-0.3484034	-3.1703553	-0.14278756	0.14240517	-1.3239774	2.9229496	-1.6124961	1.2724686	1.1212665	-1.82763	0.64341295	1.0429249	0.38271847	2.5224211	0.029628316	-2.199521	-3.4668865
52	-4.6715655	2.7497568	-1.2919708	-2.1480322	-0.48348755	-1.7525537	-1.8741208	-0.60384285	0.16400594	1.5014161	-0.33431283	-3.2775767	-0.112384915	0.12977782	-1.3788869	3.0483923	-1.6533244	1.3011796	1.1692797	-1.9153283	0.64658237	1.0495952	0.37648997	2.5921764	0.069015734	-2.2634728	-3.599438
53	-3.9649217	2.2678359	-1.1560712	-1.7662599	-0.50612587	-1.4802947	-1.6065581	-0.52995384	0.1783466	1.2233369	-0.35285452	-2.7184632	-0.19809102	0.24419968	-1.0240351	2.4832306	-1.4508924	1.1495695	0.9697619	-1.6625872	0.64964134	0.8100591	0.31128892	2.048378	-0.06682909	-1.8634403	-2.879668
54	-4.0968537	2.3125064	-1.1665267	-1.802834	-0.5099886	-1.5181632	-1.6768813	-0.55281985	0.15958345	1.2325732	-0.36840588	-2.8007789	-0.17348272	0.23134825	-1.09184	2.5857444	-1.4725581	1.1591942	0.96543205	-1.7214186	0.640449	0.85976136	0.31077707	2.1204836	-0.05195833	-1.9029833	-2.9970784
55	-3.7700863	2.1398482	-1.0957297	-1.6557938	-0.48817736	-1.4023685	-1.5343063	-0.5021774	0.16802284	1.1488452	-0.33580297	-2.563841	-0.19053978	0.24104469	-0.97217447	2.3619535	-1.3709873	1.0846456	0.8959807	-1.5781019	0.6198317	0.76636416	0.27687448	1.9250542	-0.071858615	-1.7560769	-2.7235105
56	-3.5924256	2.051614	-1.020006	-1.5918313	-0.44709998	-1.3602217	-1.4521041	-0.46655178	0.14365819	1.0913748	-0.29553044	-2.452013	-0.1564097	0.19287147	-0.9597851	2.2839053	-1.289585	1.0214288	0.8696892	-1.504001	0.5636971	0.74508	0.25723633	1.860348	-0.021383503	-1.680985	-2.6320107
57	-4.0198874	2.3185802	-1.1158478	-1.8076804	-0.4798009	-1.5117494	-1.6334506	-0.51786107	0.15286821	1.2515292	-0.32338133	-2.778138	-0.13078725	0.17432563	-1.1160723	2.5963674	-1.4298882	1.1269745	0.9714513	-1.6824497	0.59503186	0.8671766	0.29765528	2.132296	0.015968708	-1.8984871	-3.0070388
58	-4.127558	2.363173	-1.1983979	-1.8500717	-0.5227039	-1.5360212	-1.6661004	-0.5445939	0.17089736	1.2621257	-0.35357732	-2.828109	-0.19987445	0.22774637	-1.0728459	2.5916805	-1.4778253	1.1809068	0.9838246	-1.7228276	0.6642865	0.85184944	0.32580093	2.1263568	-0.038548023	-1.9112799	-3.0035675
59	-3.8504446	2.1960618	-1.1192511	-1.7123809	-0.5094926	-1.4284768	-1.5391408	-0.5115264	0.16526115	1.1538537	-0.3491171	-2.6277015	-0.21057405	0.25214997	-0.9600832	2.3675292	-1.3971999	1.1209531	0.9471548	-1.6100984	0.6601535	0.76902896	0.29266843	1.9436742	-0.067393444	-1.7546146	-2.7467682
60	-4.186119	2.4085083	-1.2045026	-1.870404	-0.51823944	-1.5660009	-1.6945609	-0.5538503	0.18613935	1.3020337	-0.36543164	-2.8750646	-0.19514221	0.22517003	-1.1018761	2.649328	-1.5051721	1.2067755	1.0186065	-1.7482324	0.6568053	0.8731377	0.31314	2.1954408	-0.045902565	-1.976017	-3.0787084
61	-3.9758604	2.2661881	-1.1547699	-1.7754695	-0.5126149	-1.4848604	-1.6100453	-0.51979667	0.17247269	1.2227969	-0.35086197	-2.7266793	-0.19435209	0.23033454	-1.0294313	2.5142913	-1.4438034	1.1440402	0.9644	-1.6824135	0.6357586	0.8107282	0.3034262	2.0506833	-0.04866323	-1.8646472	-2.8902361
62	-3.7638628	2.1350117	-1.1007804	-1.6715852	-0.48413077	-1.4247237	-1.5199574	-0.49773774	0.16054657	1.1287057	-0.3324211	-2.5797467	-0.16236669	0.22419102	-0.9780657	2.3877225	-1.3572471	1.0764133	0.9132323	-1.6016294	0.60093296	0.7716376	0.26960948	1.9410654	-0.054729506	-1.7535216	-2.7531726
63	-3.8541684	2.195195	-1.1146116	-1.7066995	-0.48063013	-1.4435234	-1.5548688	-0.5108739	0.15281102	1.1720777	-0.34398234	-2.6271334	-0.17368248	0.22504508	-1.0049696	2.419352	-1.38717	1.1006308	0.9302469	-1.6180599	0.6130357	0.7921653	0.29115972	1.9860979	-0.045474783	-1.7837838	-2.8027697
64	-3.826918	2.1781824	-1.1113757	-1.6980389	-0.5003855	-1.418616	-1.5460372	-0.51102775	0.17358431	1.1660258	-0.34676385	-2.6442564	-0.16923937	0.24203368	-0.9980603	2.4219263	-1.3923125	1.1001433	0.9381624	-1.6310359	0.61863226	0.77684605	0.27573204	1.9791108	-0.06387337	-1.7827193	-2.800096
65	-4.002509	2.3041046	-1.1348785	-1.7834634	-0.4877231	-1.4993137	-1.6117599	-0.5309656	0.1713134	1.2373568	-0.32769394	-2.7576454	-0.1830242	0.22074808	-1.08523	2.5476432	-1.4647057	1.1381178	0.98680604	-1.6602429	0.6319634	0.8419822	0.30379558	2.1123962	-0.029906865	-1.8927953	-2.947276
66	-3.7408648	2.1406717	-1.0690118	-1.6606218	-0.44802338	-1.4132001	-1.5029238	-0.49276474	0.1364215	1.1319246	-0.30500633	-2.554985	-0.15346846	0.20879956	-1.011808	2.3882005	-1.353402	1.0474774	0.8983299	-1.5567027	0.59150094	0.7939574	0.28632307	1.9564248	-0.01436706	-1.7474179	-2.7483425
67	-3.938184	2.2575374	-1.1265683	-1.7513039	-0.50293994	-1.4641728	-1.5970185	-0.51967674	0.16796115	1.216671	-0.34354413	-2.7070878	-0.18277246	0.23048072	-1.0341542	2.4912567	-1.4436502	1.126273	0.9557984	-1.6499066	0.6389122	0.8136899	0.30312923	2.04318	-0.051529303	-1.8479942	-2.8721652
68	-3.9472227	2.2581277	-1.152955	-1.7563715	-0.5144903	-1.4662462	-1.6011095	-0.5203565	0.1750941	1.2254056	-0.3511004	-2.7143538	-0.19848251	0.23840795	-1.0220685	2.4913194	-1.4407982	1.1393862	0.9555664	-1.6683381	0.6420556	0.79483384	0.30606237	2.0358922	-0.061176337	-1.8473787	-2.8723667
69	-3.763435	2.1477125	-1.0872086	-1.6665126	-0.4908819	-1.4022294	-1.524199	-0.5043712	0.16269764	1.1420351	-0.33520436	-2.5736718	-0.18718313	0.23917975	-0.9599586	2.3562386	-1.3826728	1.0816045	0.9099575	-1.573526	0.6306234	0.7661223	0.28911316	1.9204742	-0.05832777	-1.7347538	-2.715368
70	-3.8690257	2.2220867	-1.0838157	-1.7225108	-0.4889551	-1.4531709	-1.568741	-0.50609446	0.15862793	1.1989853	-0.33120278	-2.6565828	-0.1480973	0.19421668	-1.031851	2.4773614	-1.3958068	1.0938191	0.937008	-1.6297332	0.58446884	0.8109896	0.27917475	2.0197253	-0.029058482	-1.8149517	-2.8452911
71	-3.923378	2.2169285	-1.1367289	-1.7164129	-0.49107683	-1.46651	-1.5875726	-0.5299356	0.16104308	1.1741362	-0.35412624	-2.6735265	-0.18506058	0.25668454	-1.0337924	2.4599257	-1.4099886	1.1245766	0.94143504	-1.6508896	0.63677347	0.8043174	0.28487322	2.0134294	-0.051303916	-1.8079	-2.8506382
72	-3.5869505	2.0395746	-1.0393757	-1.5718352	-0.44592384	-1.3487786	-1.4466023	-0.47640812	0.14867327	1.087668	-0.30564785	-2.45978	-0.17792833	0.22601317	-0.9584196	2.2770746	-1.3089101	1.0213346	0.86935246	-1.5104511	0.57508904	0.7269362	0.25827923	1.8576951	-0.036709838	-1.6626735	-2.6235404
73	-3.8854244	2.2232451	-1.1304201	-1.727309	-0.49246195	-1.4489938	-1.5713882	-0.5142529	0.16210383	1.2001135	-0.3336172	-2.6709216	-0.19161132	0.24039297	-1.022981	2.4581337	-1.4234536	1.1152819	0.9359285	-1.6320839	0.6353336	0.7972192	0.30412424	2.0174084	-0.054945454	-1.8231895	-2.8331234
74	-3.8194134	2.179752	-1.1040218	-1.7055988	-0.48671564	-1.4313334	-1.5561109	-0.49536517	0.1647918	1.179241	-0.33526427	-2.6283343	-0.14958426	0.2001549	-1.0111389	2.4359596	-1.3740523	1.0886345	0.9248068	-1.6225301	0.58535004	0.78656846	0.27709082	1.9842815	-0.04138776	-1.7873592	-2.8155403
75	-3.9197702	2.2640727	-1.0985196	-1.738216	-0.46012533	-1.4815075	-1.5776384	-0.5090185	0.16737908	1.2168791	-0.3256703	-2.6924946	-0.16395208	0.1921336	-1.0816525	2.5239336	-1.4113375	1.1110189	0.9687406	-1.6302559	0.5858012	0.8401816	0.2774283	2.0916386	-0.014225067	-1.8816993	-2.9138172
76	-3.7976856	2.183995	-1.1049564	-1.7128206	-0.4837957	-1.4202299	-1.5304191	-0.49616793	0.16324326	1.1701602	-0.33520505	-2.6190917	-0.15997091	0.19722302	-0.99135095	2.405614	-1.3617011	1.0904773	0.9316585	-1.6023647	0.593446	0.78701544	0.29041222	1.9889828	-0.051277153	-1.7791332	-2.797919
77	-3.6485257	2.0801983	-1.0470399	-1.5990268	-0.44775835	-1.3665864	-1.4693881	-0.4799583	0.15503487	1.1091182	-0.3247051	-2.4850612	-0.1791598	0.22128953	-0.9633744	2.291994	-1.3227655	1.0461829	0.8931871	-1.5269812	0.58044326	0.74858785	0.2600188	1.8822302	-0.045299605	-1.7015253	-2.6492147
