	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
20	0.36962488	-0.7459488	-0.43876877	0.5185743	-0.3733006	-0.24674077	-0.97153324	-0.2417658	0.66179323	-0.92488116	-1.1124791	-0.4213917	-0.44618613	-1.0475128	0.6957763	-1.6369991	-1.4480467	-1.4623243	-0.79314184	2.0715942	-0.87204826	-0.8344332	-1.617199	0.99286526	0.58632356
21	0.35869613	-0.7260498	-0.43113142	0.5061893	-0.37059698	-0.24608825	-0.95002717	-0.24619503	0.6495774	-0.9160965	-1.0901445	-0.41770104	-0.45819846	-1.0331192	0.69949865	-1.6156538	-1.421186	-1.4375149	-0.7807131	2.0429053	-0.8621153	-0.80155426	-1.5951262	0.97390646	0.58931404
22	0.33508676	-0.725342	-0.47285748	0.51370984	-0.39893305	-0.23871611	-0.97504556	-0.20978169	0.6989767	-0.99977726	-1.1588256	-0.3969847	-0.46485305	-1.125131	0.80218446	-1.6963904	-1.4597428	-1.5422226	-0.79722875	2.182413	-0.94824487	-0.8589912	-1.6911385	1.094634	0.60216147
23	0.36261103	-0.75593716	-0.39512607	0.4924624	-0.37105098	-0.24171783	-0.94726443	-0.2426801	0.6361467	-0.8964089	-1.0591997	-0.42075408	-0.4666508	-0.9839729	0.6624653	-1.5758187	-1.4221761	-1.3994886	-0.7622574	1.986673	-0.8074541	-0.8076547	-1.559872	0.94473964	0.56475043
24	0.36134136	-0.7292199	-0.48370504	0.53741276	-0.38590288	-0.2511641	-0.9873075	-0.24007963	0.6722917	-0.92703235	-1.1274798	-0.44752944	-0.44369817	-1.0777844	0.6991529	-1.640202	-1.429944	-1.4983335	-0.8246382	2.1181257	-0.8958671	-0.836863	-1.6214291	1.017435	0.57042485
25	0.39653912	-0.74978876	-0.47689396	0.53263843	-0.39990738	-0.24640109	-0.9718161	-0.21341793	0.6561275	-0.9131585	-1.1086669	-0.42025527	-0.42305276	-1.0433013	0.68076324	-1.6047695	-1.4236611	-1.4632264	-0.7840698	2.1106389	-0.86535907	-0.8610449	-1.5934293	1.0031956	0.53553766
26	0.37047043	-0.7108586	-0.48357713	0.5704959	-0.40099785	-0.2498418	-0.9951361	-0.2673735	0.7175398	-0.97174054	-1.1855121	-0.45437035	-0.4388266	-1.153533	0.74530655	-1.6948868	-1.4634839	-1.5399773	-0.8695106	2.20576	-0.94307715	-0.85345906	-1.6533985	1.0575042	0.6312221
27	0.37649223	-0.72757405	-0.5051266	0.57778156	-0.40203664	-0.24666469	-1.0280892	-0.2917608	0.7278679	-0.9975988	-1.2278414	-0.48986173	-0.41805267	-1.2080754	0.73973465	-1.7348933	-1.5235307	-1.5981194	-0.9113491	2.2666976	-0.9664631	-0.89802325	-1.6915379	1.0872946	0.6590063
28	0.34847483	-0.7262802	-0.43450904	0.48904383	-0.36677486	-0.23785804	-0.93877465	-0.21507022	0.6185194	-0.8805206	-1.0487208	-0.40838423	-0.44538805	-0.9865315	0.6712972	-1.5526745	-1.3932166	-1.4119544	-0.7434761	2.0007026	-0.81450933	-0.81137466	-1.5676662	0.97862095	0.5370551
29	0.32353425	-0.68072	-0.41804338	0.4662092	-0.36995146	-0.21200915	-0.8576688	-0.2080111	0.61108226	-0.90662336	-1.0050393	-0.39600915	-0.4228687	-0.989763	0.6684561	-1.475048	-1.3148173	-1.3364785	-0.7135017	1.95606	-0.81524634	-0.77436453	-1.4579607	0.9282323	0.5302738
30	0.3728657	-0.7223242	-0.44834042	0.5366742	-0.3883656	-0.2533362	-0.9662385	-0.25735745	0.65163845	-0.89246595	-1.1300589	-0.44074443	-0.4169795	-1.0761101	0.6667815	-1.6089977	-1.4266249	-1.4581499	-0.82602406	2.076664	-0.8686129	-0.82800657	-1.5714108	0.9744503	0.594882
31	0.38924962	-0.756445	-0.48252627	0.5199799	-0.40358612	-0.23143305	-1.0190729	-0.24242848	0.6793812	-0.9911416	-1.1510645	-0.45012477	-0.45476407	-1.1017872	0.72832006	-1.6976405	-1.5096154	-1.5189322	-0.8297375	2.184024	-0.9189549	-0.8707935	-1.680692	1.0440285	0.60202324
32	0.34353077	-0.674602	-0.47114795	0.5148237	-0.38411215	-0.23314634	-0.9581287	-0.252083	0.67154074	-0.932337	-1.1346984	-0.4630425	-0.42500904	-1.1164694	0.7055813	-1.6187176	-1.4061986	-1.4724886	-0.8471525	2.1096368	-0.9042524	-0.8098345	-1.5789762	1.0214272	0.61449146
33	0.35373843	-0.70419866	-0.46052226	0.5230377	-0.37353504	-0.23452917	-0.9114716	-0.2520735	0.63122684	-0.9123214	-1.0474058	-0.412089	-0.43485558	-1.0135397	0.6722804	-1.565765	-1.3655268	-1.425924	-0.75298506	2.036034	-0.8512657	-0.8112667	-1.5495102	0.9580704	0.5589391
34	0.35559958	-0.7812851	-0.39377856	0.47659653	-0.35557476	-0.23700564	-0.9429341	-0.22140144	0.6131379	-0.89770466	-0.9906418	-0.43749997	-0.43874535	-0.9295784	0.5968317	-1.5087954	-1.3860108	-1.3106458	-0.7468366	1.9165201	-0.7538517	-0.79936343	-1.4813352	0.88501996	0.502203
35	0.3697705	-0.75605875	-0.50406796	0.53780526	-0.40368402	-0.2399515	-1.0107098	-0.26062992	0.6860042	-0.9907025	-1.1511288	-0.5021751	-0.45178384	-1.1291332	0.6840195	-1.6782137	-1.4785492	-1.5267974	-0.8721525	2.1819763	-0.9355221	-0.8676541	-1.628321	1.0235677	0.6027784
36	0.31180263	-0.63913476	-0.44732314	0.5178497	-0.3732765	-0.21737118	-0.9378582	-0.24156779	0.6605441	-0.91736335	-1.1116642	-0.422018	-0.40693805	-1.0941269	0.71117026	-1.5811694	-1.373932	-1.4450366	-0.8155486	2.0692685	-0.8786052	-0.80083185	-1.5648221	1.0267884	0.60615253
37	0.3635356	-0.6658659	-0.51099855	0.5327288	-0.40175837	-0.23134752	-0.9822144	-0.24707559	0.6606222	-0.9334137	-1.1591883	-0.45159972	-0.40258345	-1.1387035	0.7198134	-1.6459763	-1.4294034	-1.51056	-0.85210156	2.172943	-0.92637193	-0.8386039	-1.6253128	1.0529164	0.61310107
38	0.38795593	-0.76865935	-0.4506384	0.5359373	-0.3624831	-0.24608232	-0.93644613	-0.24733013	0.68720776	-0.9754064	-1.1086757	-0.43909404	-0.4394356	-1.0692015	0.7246981	-1.6432537	-1.4791557	-1.4716561	-0.77885133	2.1337419	-0.8913027	-0.8751134	-1.6315881	1.0117329	0.58816093
39	0.3448564	-0.71053016	-0.38137236	0.4845798	-0.3543426	-0.2233136	-0.9245857	-0.23313318	0.6133061	-0.85690343	-1.0254674	-0.42811108	-0.43205485	-0.9589846	0.60658056	-1.5043029	-1.3643643	-1.3274819	-0.76334804	1.9112802	-0.7764528	-0.77674556	-1.4803809	0.91084474	0.5535971
40	0.33811066	-0.66781753	-0.4167519	0.5056843	-0.35595328	-0.23199435	-0.90063715	-0.24492247	0.6258975	-0.85376334	-1.062908	-0.40356505	-0.39918512	-1.0245278	0.6625451	-1.5163753	-1.356598	-1.3920133	-0.7648543	1.972375	-0.81480086	-0.7855745	-1.5062382	0.95825076	0.57460445
41	0.35122454	-0.6821839	-0.466864	0.47786683	-0.37914118	-0.21449803	-0.91449374	-0.18818791	0.6252421	-0.92030066	-1.0590417	-0.39218563	-0.41231948	-1.0282284	0.71088284	-1.5481951	-1.3710693	-1.407977	-0.7338841	2.0589657	-0.85533565	-0.8174418	-1.5619488	1.0115749	0.53662246
42	0.32371867	-0.6430471	-0.49136883	0.5345521	-0.3825037	-0.2262123	-0.9714817	-0.26345402	0.68102485	-0.95628107	-1.1714933	-0.463185	-0.40222633	-1.1719427	0.74340564	-1.6524271	-1.4334362	-1.517202	-0.8704174	2.1772363	-0.9375521	-0.8299884	-1.6314747	1.0707585	0.6453869
43	0.37803575	-0.7419508	-0.39960617	0.5064009	-0.3407476	-0.24566777	-0.91299635	-0.23891576	0.64287925	-0.8737824	-1.0681001	-0.40002903	-0.40597454	-1.0026444	0.66654426	-1.5460937	-1.4210299	-1.38786	-0.7470219	1.965767	-0.81775194	-0.80725986	-1.5336018	0.920969	0.55103564
44	0.39818367	-0.77060187	-0.47172216	0.52631044	-0.38147488	-0.24123167	-0.9929055	-0.2756601	0.6965144	-0.96478117	-1.1566046	-0.50236696	-0.42322397	-1.1277697	0.66036874	-1.6553398	-1.495524	-1.5063279	-0.8718282	2.1254652	-0.9142883	-0.86411023	-1.5853422	0.9866694	0.6113959
45	0.36566842	-0.73509353	-0.45603013	0.5556236	-0.38952458	-0.25388074	-1.0273478	-0.27601117	0.7038863	-0.9530402	-1.190373	-0.48638946	-0.4540972	-1.1403548	0.7111233	-1.7059542	-1.5051775	-1.530384	-0.89405274	2.176908	-0.9169753	-0.85691154	-1.6684773	1.0559313	0.65419656
46	0.38754645	-0.7614159	-0.4855163	0.56396425	-0.41559872	-0.25373864	-1.0439248	-0.26533064	0.7042781	-0.97370785	-1.2005199	-0.48117423	-0.44298846	-1.1495512	0.7067294	-1.7122343	-1.5137619	-1.5487326	-0.8927346	2.2131836	-0.9348778	-0.8772385	-1.665725	1.0379709	0.618474
47	0.35313585	-0.75510323	-0.43179062	0.5262488	-0.3871064	-0.25084195	-1.0071994	-0.2481328	0.6747284	-0.95776355	-1.1341599	-0.43672922	-0.485442	-1.0704913	0.7126538	-1.6793716	-1.4798962	-1.4841832	-0.8201624	2.1213796	-0.886214	-0.83432066	-1.6601198	1.0240355	0.62019724
48	0.37133956	-0.72593445	-0.41768974	0.513087	-0.37691778	-0.24679355	-0.9735663	-0.24475643	0.64915216	-0.8958864	-1.105843	-0.43625236	-0.45901126	-1.033654	0.6866734	-1.6188282	-1.4464113	-1.4361509	-0.8003039	2.0720644	-0.8324994	-0.8261913	-1.6151596	1.0181162	0.61113954
49	0.38032165	-0.7551015	-0.46303546	0.5390372	-0.3990713	-0.26851186	-0.99263495	-0.25161165	0.66989684	-0.937767	-1.1558838	-0.4492532	-0.4649387	-1.0982968	0.7229858	-1.6804647	-1.4834824	-1.5091391	-0.8297786	2.1651556	-0.9006458	-0.85181415	-1.6619675	1.0326772	0.6178464
50	0.3837359	-0.7654131	-0.42144498	0.57303417	-0.40198767	-0.2558444	-1.017593	-0.2742022	0.6813997	-0.93812066	-1.1589072	-0.46055582	-0.4509498	-1.0843681	0.6651981	-1.6717559	-1.4937057	-1.4717963	-0.85936767	2.1411734	-0.87153107	-0.86555636	-1.6284622	0.998555	0.63192576
51	0.35363016	-0.7558386	-0.42690748	0.5505138	-0.38802165	-0.2687655	-0.9863315	-0.26061875	0.6867334	-0.9273444	-1.1370264	-0.43195078	-0.47575927	-1.0723335	0.7075604	-1.651882	-1.450801	-1.4887673	-0.8230388	2.099138	-0.8760132	-0.82426	-1.6212692	0.9965728	0.60163903
52	0.3699878	-0.7374787	-0.50109464	0.5375028	-0.39899594	-0.24414419	-0.9939297	-0.248234	0.6962521	-0.9879549	-1.1600186	-0.46720093	-0.44683185	-1.1362327	0.7325804	-1.682115	-1.4730151	-1.5355655	-0.8471564	2.2001896	-0.939426	-0.8630661	-1.6521417	1.0520018	0.6034227
53	0.3206405	-0.7581204	-0.3436223	0.39945966	-0.3120861	-0.22131251	-0.8686333	-0.20992638	0.537632	-0.8217525	-0.8406281	-0.42236298	-0.41174567	-0.7859961	0.50468063	-1.3530424	-1.2572551	-1.1414894	-0.6702071	1.6791365	-0.61980104	-0.72327685	-1.3195978	0.76644653	0.4260281
54	0.35992473	-0.7752779	-0.4177845	0.40863082	-0.32051912	-0.25849816	-0.85192025	-0.16721939	0.5551665	-0.8419343	-0.8769713	-0.3784792	-0.41938937	-0.82907605	0.62402767	-1.4067845	-1.289725	-1.2275764	-0.6214516	1.8096004	-0.6859377	-0.74738467	-1.4237305	0.84195876	0.39653403
55	0.2963597	-0.712007	-0.3050524	0.38957292	-0.3025974	-0.21045905	-0.8216487	-0.1903986	0.4922451	-0.7551061	-0.79364663	-0.3747785	-0.41679767	-0.7190838	0.4789761	-1.2771555	-1.1901528	-1.0761695	-0.6105959	1.5843334	-0.57714534	-0.67845345	-1.2706205	0.73251635	0.41310143
56	0.29221478	-0.6763837	-0.31216946	0.3776778	-0.28347898	-0.203902	-0.76905376	-0.17164913	0.48385862	-0.737672	-0.7776455	-0.33769727	-0.37358776	-0.71991694	0.50265414	-1.2341447	-1.1525995	-1.0573637	-0.569081	1.557536	-0.578126	-0.66926956	-1.2423507	0.7312812	0.39302406
57	0.33257428	-0.7266568	-0.38321096	0.4469681	-0.3505888	-0.23969562	-0.87058234	-0.18590224	0.55972517	-0.8286951	-0.9305183	-0.36538354	-0.42575905	-0.8718567	0.61503416	-1.4187633	-1.29407	-1.25409	-0.6596176	1.8376678	-0.70431346	-0.7522305	-1.4311144	0.8735856	0.4648481
58	0.33651328	-0.76373565	-0.37151492	0.44821015	-0.3332811	-0.2372919	-0.89716566	-0.2170354	0.57372594	-0.8571666	-0.9007272	-0.41649088	-0.4343321	-0.8445231	0.56250113	-1.4291347	-1.3045055	-1.2152904	-0.69685054	1.7922219	-0.6851032	-0.74364144	-1.4006407	0.81543434	0.45826375
59	0.31666237	-0.73482436	-0.3166997	0.39413378	-0.29503137	-0.19944339	-0.85124797	-0.21637808	0.5114708	-0.77613485	-0.81453955	-0.4277441	-0.38764364	-0.7488829	0.42426527	-1.2911711	-1.2204865	-1.0830637	-0.6668267	1.5802226	-0.5958376	-0.69580716	-1.2402827	0.69739825	0.41990536
60	0.33787516	-0.7717389	-0.37147203	0.4338039	-0.34106246	-0.22440508	-0.90802836	-0.19926114	0.5582594	-0.8717266	-0.91831285	-0.4140021	-0.4404797	-0.8552742	0.56645507	-1.4450272	-1.3442901	-1.2333537	-0.6844763	1.8317014	-0.69862354	-0.77350426	-1.440426	0.8499816	0.47522086
61	0.31034213	-0.73420274	-0.33502674	0.4376979	-0.32550278	-0.22593923	-0.8833864	-0.20925981	0.529226	-0.78940403	-0.87243253	-0.40063664	-0.423995	-0.7948679	0.514734	-1.363457	-1.2691342	-1.1683714	-0.67352146	1.7082937	-0.6301904	-0.72449875	-1.3600447	0.7916779	0.4483016
62	0.30164662	-0.7082357	-0.38269183	0.36658657	-0.31861976	-0.21692194	-0.831742	-0.1615652	0.48262507	-0.78598446	-0.78432995	-0.37952283	-0.387988	-0.74720454	0.5152901	-1.2838119	-1.1722064	-1.0934067	-0.6130607	1.6388245	-0.60155755	-0.6816648	-1.2797836	0.7543606	0.36359066
63	0.32081553	-0.73694044	-0.37009364	0.39387822	-0.3051463	-0.23014034	-0.8226063	-0.17807287	0.5209834	-0.80636674	-0.8138795	-0.37845844	-0.3891104	-0.77175915	0.5406435	-1.3209503	-1.2122302	-1.1266546	-0.6160151	1.6754724	-0.6226989	-0.71278584	-1.3115686	0.77079874	0.3870393
64	0.33091947	-0.7281559	-0.3244278	0.38428456	-0.30040616	-0.20169833	-0.82855463	-0.19682632	0.52372676	-0.78484625	-0.8221652	-0.40359834	-0.39740872	-0.76066446	0.49194944	-1.2968836	-1.2343467	-1.1077554	-0.6360697	1.6247122	-0.6039133	-0.7055853	-1.2776437	0.7483706	0.41682792
65	0.33397081	-0.7416343	-0.3299321	0.44930172	-0.30931294	-0.23151255	-0.8690916	-0.21617824	0.56078815	-0.7946632	-0.9064728	-0.40627912	-0.4181568	-0.8262781	0.5282979	-1.3856716	-1.2959603	-1.1941633	-0.67997354	1.7350991	-0.65992814	-0.74018383	-1.3736528	0.8080878	0.47588155
66	0.29382396	-0.6676735	-0.3287044	0.38705602	-0.30977565	-0.19549505	-0.8096426	-0.16366123	0.5011555	-0.74675626	-0.8270325	-0.3510983	-0.40399262	-0.75592256	0.5235771	-1.2799525	-1.1832472	-1.1217215	-0.602971	1.6234428	-0.61720324	-0.68794394	-1.2985178	0.7938725	0.41759336
67	0.32595736	-0.73994535	-0.3511918	0.4115909	-0.3143553	-0.22176047	-0.86235625	-0.19919956	0.532591	-0.8073673	-0.8577202	-0.405226	-0.40917718	-0.7961707	0.5161122	-1.3551565	-1.2583888	-1.1542087	-0.6593064	1.7020271	-0.6393828	-0.7229444	-1.337762	0.7817121	0.43458876
68	0.3409595	-0.76411873	-0.33445907	0.3995448	-0.30687898	-0.21991804	-0.851293	-0.18909778	0.52767646	-0.81451344	-0.8319723	-0.403703	-0.42342454	-0.7620157	0.5183851	-1.3459444	-1.2761612	-1.1269348	-0.63015836	1.6931162	-0.6147572	-0.7326483	-1.3445652	0.78063273	0.4246932
69	0.3022263	-0.71053714	-0.31200173	0.38257012	-0.29429644	-0.20885868	-0.8278659	-0.20408235	0.49927518	-0.76240253	-0.8019759	-0.39421663	-0.39817703	-0.7371392	0.47030845	-1.2826462	-1.1974926	-1.0770214	-0.631607	1.5854372	-0.58081234	-0.6771906	-1.260553	0.7228443	0.41969478
70	0.3183794	-0.70294136	-0.34876156	0.42372078	-0.33317393	-0.22157015	-0.83559287	-0.19125794	0.55300456	-0.8171179	-0.86345446	-0.3606024	-0.41471174	-0.81703174	0.5730351	-1.3414146	-1.2219985	-1.1556233	-0.6422604	1.7175933	-0.6563529	-0.68913394	-1.3216122	0.78697574	0.43222508
71	0.32048687	-0.750035	-0.34649453	0.40482718	-0.3021396	-0.23128669	-0.849596	-0.19784412	0.51783955	-0.7921561	-0.8331096	-0.39956784	-0.39712265	-0.7767848	0.5077169	-1.3292332	-1.2509269	-1.1347313	-0.6402966	1.6745732	-0.60850155	-0.7222389	-1.3226771	0.7699936	0.4176572
72	0.30114546	-0.69232386	-0.31037232	0.38300648	-0.28598568	-0.2119336	-0.77829665	-0.18707663	0.49785605	-0.7345273	-0.78112614	-0.3682749	-0.37261492	-0.7262776	0.47467822	-1.2290107	-1.1481615	-1.0519234	-0.6003039	1.5457962	-0.5699637	-0.66523635	-1.2079183	0.70767355	0.3903087
73	0.3130415	-0.7379019	-0.3455784	0.37794983	-0.30333224	-0.21408024	-0.85552263	-0.19707355	0.5211882	-0.81419176	-0.82201165	-0.42138207	-0.42251804	-0.7684082	0.49748304	-1.3365955	-1.2330492	-1.1150093	-0.65419716	1.6534934	-0.62401044	-0.6926618	-1.3063468	0.7528288	0.4238699
74	0.30671132	-0.711476	-0.35154307	0.38456902	-0.32164046	-0.21024801	-0.8297866	-0.16814071	0.49784642	-0.79841286	-0.81571126	-0.36487293	-0.40476185	-0.76587737	0.544952	-1.306929	-1.2240868	-1.1217836	-0.6035906	1.6847936	-0.6092056	-0.71055865	-1.328435	0.79645646	0.40608558
75	0.30922967	-0.6977143	-0.3624678	0.43501312	-0.3330239	-0.23102047	-0.8478978	-0.17820631	0.54474396	-0.79522	-0.9038244	-0.36241153	-0.4058727	-0.84461045	0.588159	-1.3676406	-1.2476224	-1.2024132	-0.65223515	1.7638758	-0.67701095	-0.72360146	-1.3777353	0.84188944	0.44774806
76	0.30774373	-0.7144082	-0.3677394	0.4015525	-0.3276461	-0.2263241	-0.84851825	-0.17409046	0.52799785	-0.8042137	-0.83557117	-0.3722211	-0.38968128	-0.7933419	0.55017877	-1.3187245	-1.2038639	-1.1303922	-0.64159805	1.6885477	-0.62542665	-0.69269365	-1.3045776	0.7748549	0.3870867
77	0.2938522	-0.6830148	-0.32967302	0.39027435	-0.28696677	-0.20506354	-0.79000527	-0.17679013	0.4963543	-0.7471548	-0.78495884	-0.36137074	-0.3670671	-0.73372614	0.48817563	-1.2424532	-1.1547761	-1.0685291	-0.59861165	1.5730458	-0.5854444	-0.677783	-1.2379438	0.7334552	0.3854087
78	0.29517508	-0.70018953	-0.2992688	0.3741516	-0.26480582	-0.20208569	-0.7944054	-0.19396558	0.51750237	-0.759344	-0.7639647	-0.39325574	-0.36803204	-0.71827185	0.45883057	-1.2248334	-1.1547166	-1.0201741	-0.620364	1.5154357	-0.55725384	-0.65025985	-1.1878024	0.68554986	0.381356
