	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
35	0.4704961	2.1308234	1.6189766	1.4924353	-0.2649919	-1.0576138	2.171777	-3.016945	-1.3565153	-1.542715	2.161457	-3.0082154	-0.4267708	1.8730698	-2.5926497	-1.651665	-0.46310782	0.39194062	-0.86198366	3.8287845	-0.0024645007	0.35435846	0.51972383	-3.0004582	0.24940957	-3.5031204	0.6510422	-1.6788377	-0.11793337	-2.0083659	1.4544955	0.088135645	0.9084687	-0.64816934	3.2470548	-1.3582687	-3.5802557	-2.0003622	-0.50539434	-0.4369542
36	0.4501432	2.0661	1.5113169	1.4165475	-0.2473346	-1.0142279	2.047398	-2.8786478	-1.2729477	-1.434488	2.0006785	-2.8470457	-0.41895813	1.7754064	-2.400339	-1.5885825	-0.48556417	0.37799814	-0.7798449	3.6344674	0.023139914	0.33901685	0.5200045	-2.8209486	0.22899587	-3.3125575	0.63747674	-1.5920483	-0.11578015	-1.9082949	1.3578119	0.12751569	0.8913027	-0.63096315	3.0644486	-1.276562	-3.3857172	-1.8997607	-0.4362889	-0.4628597
37	0.48060003	2.0925033	1.5419992	1.4360017	-0.25344154	-1.0627197	2.1074798	-2.930002	-1.3021711	-1.4992851	2.0807476	-2.9153774	-0.3996113	1.8280398	-2.4433348	-1.5789944	-0.4643961	0.3901387	-0.81074286	3.7294405	0.010451913	0.31652492	0.55042535	-2.8937542	0.22389673	-3.4011548	0.6462628	-1.6360489	-0.1158328	-1.9239371	1.3853073	0.1430604	0.92352104	-0.6305644	3.168286	-1.3336576	-3.476185	-1.94754	-0.46865356	-0.42305833
38	0.4576978	2.1051302	1.5287538	1.420442	-0.23873901	-1.0395068	2.0785933	-2.93714	-1.3201035	-1.4866791	2.0646198	-2.9054804	-0.41165474	1.8262286	-2.4815137	-1.5772163	-0.44120944	0.38441032	-0.86479664	3.7232265	0.0067011947	0.31044063	0.54780394	-2.8638918	0.2456792	-3.349694	0.64120144	-1.6443822	-0.1083688	-1.9414226	1.3742362	0.12182712	0.9001503	-0.61306375	3.1993024	-1.3196548	-3.5209358	-1.9817468	-0.5149633	-0.4134962
39	0.45887992	1.9380577	1.4045646	1.3078079	-0.19842628	-0.8964855	1.8731955	-2.6233637	-1.1428659	-1.3986695	1.9030461	-2.659481	-0.37727457	1.6492778	-2.2682822	-1.4679077	-0.41032788	0.3335409	-0.7353364	3.3708513	-0.029805405	0.2789726	0.50972986	-2.6452804	0.24799846	-3.0789092	0.60590476	-1.5096697	-0.11691661	-1.7378707	1.2668976	0.062332936	0.7663168	-0.59339637	2.8987749	-1.1410272	-3.1575825	-1.7683804	-0.46940824	-0.40764195
40	0.41192406	1.9803724	1.4425462	1.3482643	-0.2328029	-0.975878	1.9539129	-2.7541983	-1.2081316	-1.3792913	1.9114499	-2.6782773	-0.40126425	1.6961838	-2.3103464	-1.5114855	-0.44317585	0.3673564	-0.7864202	3.455755	0.021112187	0.3039212	0.4698285	-2.7150376	0.22689125	-3.1398149	0.6127014	-1.5127155	-0.12244271	-1.8086371	1.2903686	0.10904418	0.85216093	-0.5932161	2.9304929	-1.2300819	-3.2476723	-1.8121512	-0.45247445	-0.40153056
41	0.44188604	2.0196083	1.4900652	1.3912996	-0.2367487	-1.0107473	2.0098662	-2.827462	-1.2133482	-1.4116633	1.9360257	-2.7406523	-0.4202317	1.7248654	-2.3516662	-1.5751705	-0.46548042	0.38050708	-0.7792633	3.5469298	0.020268753	0.34439027	0.467046	-2.7865455	0.23035407	-3.215803	0.6117248	-1.5490619	-0.11160294	-1.868422	1.3368294	0.11635201	0.87046206	-0.6310689	2.95634	-1.2634718	-3.299787	-1.8467715	-0.44170982	-0.43651134
42	0.4539068	2.092931	1.593924	1.4571137	-0.2813311	-1.1022065	2.1599731	-3.0076826	-1.3438054	-1.4744807	2.1045609	-2.9695196	-0.42016786	1.8621991	-2.5047793	-1.5973939	-0.47455704	0.39888817	-0.88098	3.8070562	0.022967996	0.3685575	0.528278	-2.8990605	0.20587337	-3.4527025	0.62235886	-1.6541978	-0.11605924	-1.986698	1.4249156	0.14400718	0.94851446	-0.62927705	3.1865938	-1.3923635	-3.5553255	-1.9953392	-0.47886053	-0.41308767
43	0.43971547	1.9548372	1.4243431	1.3391529	-0.19297302	-0.921704	1.9248381	-2.6838655	-1.1912498	-1.4243706	1.927248	-2.7140322	-0.38367435	1.6849617	-2.3263824	-1.4689317	-0.4128376	0.33456048	-0.78287596	3.4277847	-0.031623635	0.31184313	0.522429	-2.6738083	0.25292078	-3.1365654	0.6212156	-1.5251552	-0.11580782	-1.7807332	1.2823744	0.06952406	0.81185925	-0.5846601	2.9484615	-1.176918	-3.236904	-1.832535	-0.49473256	-0.38097394
44	0.48622975	2.091948	1.5487305	1.4529202	-0.23219478	-1.0974629	2.1035569	-2.945687	-1.2949275	-1.4692484	2.0364778	-2.8925543	-0.43603605	1.8078208	-2.46319	-1.6063441	-0.49293002	0.43365934	-0.8311159	3.7199757	0.03459859	0.35575852	0.46613294	-2.9071422	0.20293659	-3.3814278	0.61938626	-1.6322864	-0.09838783	-1.9735672	1.3914968	0.14329685	0.93159115	-0.6719534	3.1272414	-1.363298	-3.4691303	-1.9683902	-0.4802429	-0.40782392
45	0.48209837	2.1502914	1.6005098	1.4767324	-0.2733675	-1.0709045	2.143938	-3.0182548	-1.3557329	-1.5589957	2.1385736	-2.9998014	-0.43486354	1.8819885	-2.5789971	-1.6333238	-0.4570422	0.39742088	-0.8896787	3.8521934	0.008802627	0.34769544	0.52882177	-2.989934	0.24152917	-3.4709837	0.64329916	-1.6889536	-0.110769756	-1.9935284	1.4522505	0.09356146	0.9216591	-0.6453038	3.2654426	-1.3742465	-3.5962193	-2.0198908	-0.5383004	-0.41800362
46	0.4940523	2.1553807	1.6029774	1.4775683	-0.24754718	-1.0920569	2.174409	-3.0418074	-1.3457628	-1.5406634	2.1355028	-3.0291295	-0.4353586	1.9010173	-2.5590708	-1.6463877	-0.473892	0.3990177	-0.87175965	3.8592784	0.0074562477	0.34972936	0.53998643	-2.9778938	0.23589227	-3.4962053	0.65306544	-1.6978972	-0.12105928	-2.0204372	1.435435	0.12912141	0.9465933	-0.66830605	3.2738092	-1.3909281	-3.6112797	-2.0379918	-0.50770134	-0.4328128
47	0.48798117	2.0785298	1.5750313	1.4467156	-0.22810203	-1.0232266	2.1289039	-2.951496	-1.2913985	-1.521921	2.097499	-2.9477804	-0.4371705	1.8324586	-2.5152395	-1.6251082	-0.43559012	0.38719192	-0.811658	3.7527869	-0.021050964	0.3614143	0.5179049	-2.9321253	0.26133028	-3.4163651	0.6463521	-1.6462132	-0.112476386	-1.9538051	1.4210289	0.087064855	0.91077197	-0.6472468	3.1596167	-1.3184232	-3.4920862	-1.972996	-0.48195794	-0.4443406
48	0.47597554	2.0595944	1.4904586	1.4064323	-0.23378763	-0.9982272	2.0066824	-2.8269517	-1.2437859	-1.480604	2.0110953	-2.8107238	-0.4094401	1.7516046	-2.3721566	-1.5681789	-0.45316204	0.3754382	-0.7866552	3.5832503	0.025427332	0.3203075	0.533097	-2.8393593	0.22073333	-3.308985	0.67571336	-1.5487095	-0.14635387	-1.8310031	1.3534311	0.10868293	0.8536391	-0.6179958	3.101731	-1.2575575	-3.3556702	-1.8900133	-0.4723726	-0.46009123
49	0.47490185	2.0911162	1.5911384	1.442653	-0.26722446	-1.0601418	2.1427364	-2.9745932	-1.3188832	-1.4965057	2.0979278	-2.963919	-0.41519186	1.8624524	-2.5165186	-1.6113881	-0.45055187	0.37481195	-0.85743845	3.7900171	-0.016146451	0.34761158	0.5305112	-2.9090557	0.24372733	-3.4182205	0.61259806	-1.6778113	-0.09498578	-1.9833795	1.4166573	0.11388147	0.90842223	-0.65286714	3.19019	-1.3648555	-3.5460203	-1.9796228	-0.48236632	-0.43246287
50	0.47281474	2.1615443	1.5640182	1.446042	-0.2601669	-1.0379907	2.106729	-2.944298	-1.3132862	-1.5254323	2.1048982	-2.9420218	-0.41677636	1.8509847	-2.5278077	-1.6161255	-0.4659705	0.37825307	-0.8525818	3.7688293	-0.01739409	0.28480592	0.5425571	-2.9422343	0.25320205	-3.4051192	0.65630263	-1.6935201	-0.11593242	-1.9497603	1.4019227	0.09883709	0.88704026	-0.65410966	3.2374713	-1.3199509	-3.5437758	-1.9696034	-0.5207974	-0.42480612
51	0.4669285	2.0709982	1.5362698	1.4182189	-0.24652615	-1.0212185	2.0679543	-2.899673	-1.2818896	-1.4786077	2.043915	-2.889853	-0.4062648	1.8016965	-2.4447625	-1.5891387	-0.44645816	0.36747688	-0.8192389	3.6874013	-0.0061815744	0.33655563	0.5433892	-2.8463144	0.240099	-3.3429573	0.6370549	-1.6236335	-0.10469816	-1.919816	1.3803898	0.10824616	0.8762171	-0.6284682	3.1351197	-1.2993803	-3.450512	-1.9397621	-0.47510424	-0.4465139
