	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
20	-0.36102006	0.6073821	-1.5730789	0.7172761	0.77309644	-0.71216935	-1.1771647	1.7580565	1.1154218	-0.4996204	-1.1050273	0.69073725	-1.6697942	0.63587165	-0.325847	0.33785266	1.5325863	-1.2079662	2.8799298	3.2945542	0.8992763	0.36229357	0.8994179	0.92550474	-1.2351538	1.4258138	2.2018147	0.24774396	-1.1592306	0.8219416	2.0877345	-1.4563825	-1.0724356	-1.2544715	-1.1259531	-0.71545976	-0.900913	-0.8415975	-1.1225126	2.9823837	0.9790258	0.40433878	1.521546	1.1464933	-0.59587574	-0.07562968	0.94774044	0.8473461	0.20732898	1.9018118
21	-0.36567625	0.5870117	-1.5485578	0.7035203	0.75739914	-0.7166454	-1.1629217	1.7415062	1.1016077	-0.47894993	-1.0931784	0.689499	-1.6530305	0.6289635	-0.3142734	0.334052	1.5067424	-1.1936888	2.8375616	3.2554984	0.8932636	0.35073844	0.8696727	0.90489113	-1.2085944	1.4040715	2.1645653	0.23977338	-1.1384825	0.8194935	2.0524068	-1.431017	-1.0623468	-1.227821	-1.1156348	-0.7163393	-0.8826963	-0.8206466	-1.1144886	2.9376192	0.9643734	0.4058348	1.4989352	1.1250484	-0.57652193	-0.07320378	0.95415473	0.8327202	0.19962549	1.8659043
22	-0.39224994	0.62625986	-1.6338116	0.7273297	0.81012917	-0.7464957	-1.257908	1.8798007	1.1870929	-0.47510073	-1.1557063	0.72893494	-1.7706122	0.65157366	-0.31190667	0.34535986	1.574499	-1.2454805	2.9868286	3.4398057	0.96872723	0.34796	0.8819215	0.93565476	-1.2733421	1.4687366	2.2580502	0.22338879	-1.1541796	0.91118205	2.2073445	-1.5354092	-1.1448933	-1.295227	-1.1755213	-0.78117603	-0.9433848	-0.8550421	-1.249423	3.1425288	1.00498	0.4327572	1.5681663	1.1968747	-0.62579024	-0.09349714	1.0069036	0.82618666	0.20738739	2.0029876
23	-0.3372458	0.5985414	-1.541949	0.69672555	0.74152356	-0.66672635	-1.1467725	1.7090688	1.0957191	-0.48835465	-1.0523316	0.6599407	-1.6176751	0.5883527	-0.3215727	0.31251138	1.4723426	-1.1745671	2.7795885	3.1684587	0.861389	0.35083	0.8675375	0.89687335	-1.1932204	1.352177	2.1300411	0.23941408	-1.1284418	0.7953596	2.0398047	-1.4125185	-1.0544056	-1.2242168	-1.0652579	-0.68104607	-0.87346005	-0.80611664	-1.0865577	2.8902774	0.9390186	0.38175583	1.4501171	1.0866915	-0.5624251	-0.0725157	0.9102763	0.80811393	0.20122606	1.8488171
24	-0.37016183	0.59906363	-1.5692096	0.71904284	0.7676595	-0.7194588	-1.1826317	1.7626287	1.1215181	-0.48523837	-1.1151339	0.6965625	-1.6802882	0.62949747	-0.31949985	0.34609506	1.5331084	-1.2174165	2.8736567	3.2998555	0.90232015	0.36527607	0.8954456	0.921155	-1.2291121	1.4210818	2.2034032	0.24309745	-1.1596876	0.8383515	2.0855186	-1.4643743	-1.0807493	-1.248688	-1.1341002	-0.72391075	-0.8933614	-0.841562	-1.1343058	2.989903	0.98143154	0.40328503	1.5322473	1.1390537	-0.5876087	-0.068723746	0.9681542	0.84745383	0.20272934	1.9022219
25	-0.36707574	0.61093444	-1.5331144	0.69285923	0.75735956	-0.7032667	-1.1605443	1.7347133	1.1064454	-0.45842603	-1.0905418	0.6486543	-1.6424948	0.6079842	-0.31760663	0.31478736	1.4855357	-1.171602	2.833473	3.2444973	0.8756434	0.36872584	0.8666555	0.8905508	-1.2290493	1.3960319	2.1411893	0.22649087	-1.1590306	0.82369703	2.09001	-1.4492594	-1.0839393	-1.2273657	-1.0966259	-0.7037058	-0.9107159	-0.81753963	-1.1282564	2.9271739	0.9510373	0.4211175	1.4702435	1.1243042	-0.576438	-0.0847413	0.91236675	0.80001897	0.19455802	1.9016827
26	-0.41192526	0.59640926	-1.632777	0.72879124	0.8038982	-0.763665	-1.2317274	1.8546317	1.1551273	-0.49372047	-1.1155908	0.7457795	-1.7324312	0.65541196	-0.3624408	0.35816982	1.6114877	-1.2272351	3.025359	3.413868	0.9487463	0.36758623	0.878094	0.9324601	-1.2399868	1.4963037	2.2333086	0.23592232	-1.1571401	0.9021654	2.1637824	-1.4663761	-1.1426597	-1.2982409	-1.1799072	-0.76432455	-0.917026	-0.8404412	-1.177952	3.076032	1.0326104	0.42414418	1.5727837	1.2086416	-0.5940426	-0.07332419	0.9815653	0.86883956	0.23602617	1.9822172
27	-0.4205255	0.62436926	-1.6781063	0.75482905	0.8373293	-0.7863599	-1.2720313	1.8861182	1.1888788	-0.51147795	-1.1757338	0.74262345	-1.787644	0.6950356	-0.3489349	0.3635303	1.6376151	-1.2804178	3.0987828	3.5185578	0.9652561	0.36884615	0.93922126	0.96541256	-1.3314934	1.5377847	2.3280268	0.25533122	-1.2120813	0.9116518	2.2369297	-1.5506607	-1.1483265	-1.3445908	-1.2420607	-0.77193666	-0.96164995	-0.8968948	-1.2263389	3.1739588	1.0692021	0.43680453	1.6247644	1.2638856	-0.6300886	-0.098488	1.007124	0.88330877	0.22674844	2.0416248
28	-0.29363218	0.55450314	-1.4569737	0.64681286	0.72963077	-0.68305445	-1.1233096	1.6742007	1.0865494	-0.43609643	-1.0893824	0.6460781	-1.6086448	0.5983931	-0.30583218	0.3412326	1.4854554	-1.1858604	2.7268603	3.148238	0.85222936	0.37062705	0.8997049	0.896015	-1.1902156	1.4059553	2.1015425	0.25961453	-1.1281958	0.78882104	1.9873507	-1.3979762	-1.0335644	-1.1640813	-1.1154459	-0.66190314	-0.8277027	-0.80925333	-1.0691084	2.816912	0.9308564	0.39594063	1.4573867	1.1072112	-0.5755295	-0.07125471	0.9292793	0.8294518	0.18820965	1.7897049
29	-0.31438094	0.54668015	-1.4490955	0.61735445	0.720027	-0.6508011	-1.106889	1.6661726	1.0461082	-0.43232545	-1.0322951	0.6176393	-1.5520926	0.5669592	-0.2986337	0.35921445	1.4542522	-1.1438118	2.6678445	3.0146387	0.83511966	0.35768053	0.82920265	0.83798563	-1.130462	1.3109546	2.0223663	0.20723043	-1.0316621	0.8213347	1.9323334	-1.3569362	-1.0076168	-1.1537592	-1.0993435	-0.6480253	-0.7893777	-0.78613704	-1.0429693	2.7447126	0.93304765	0.34148937	1.3956164	1.0874449	-0.5515712	-0.07161706	0.88831484	0.7978785	0.17811692	1.7677102
30	-0.41651595	0.59379077	-1.5807607	0.7209432	0.76953256	-0.7170362	-1.1834064	1.7521956	1.102894	-0.48885286	-1.0895267	0.71400446	-1.6642275	0.6388324	-0.32214916	0.34055924	1.5027314	-1.170633	2.8612356	3.2513099	0.91234595	0.34105402	0.8503065	0.8981319	-1.2019289	1.3906989	2.1618366	0.21864134	-1.1116674	0.85007447	2.0610597	-1.4592576	-1.0586147	-1.2520863	-1.1191697	-0.7357363	-0.89491713	-0.82264733	-1.148916	2.9919434	0.9844691	0.38779187	1.5159867	1.140004	-0.57570666	-0.08080699	0.9367884	0.8102942	0.22182003	1.9052131
31	-0.40654266	0.63560104	-1.6356083	0.7243335	0.79315263	-0.7730777	-1.228302	1.8539735	1.161419	-0.49342752	-1.1672262	0.7238904	-1.738125	0.6781085	-0.3447001	0.37369773	1.609509	-1.2405106	3.0039704	3.4647298	0.9589471	0.3861801	0.89458066	0.9565606	-1.2634667	1.4890032	2.2760284	0.24363405	-1.2104815	0.8781052	2.1760945	-1.5116448	-1.1374528	-1.3081089	-1.1898052	-0.7494206	-0.9522971	-0.8477229	-1.1594278	3.1031313	1.0126176	0.435094	1.5941887	1.2095999	-0.60899794	-0.06912484	0.99724543	0.8702881	0.22774112	1.980886
32	-0.39784682	0.600568	-1.5579603	0.70163214	0.76421255	-0.7427472	-1.1972699	1.7547252	1.1145366	-0.46993053	-1.1377357	0.7029697	-1.6765848	0.6475204	-0.3134045	0.35872847	1.523314	-1.1892215	2.8583596	3.3049572	0.92990017	0.368234	0.867089	0.907843	-1.2168502	1.4304609	2.191467	0.21635275	-1.1568327	0.8494757	2.0652914	-1.4749771	-1.0693904	-1.2320436	-1.1542373	-0.73119974	-0.9054582	-0.8243868	-1.1344389	2.9983602	0.9943603	0.4202385	1.5344081	1.1470379	-0.58593756	-0.07279944	0.96730214	0.8357804	0.22017047	1.896208
33	-0.3576332	0.57895195	-1.5035554	0.7112144	0.7786412	-0.69164115	-1.151047	1.7164472	1.0767597	-0.48163825	-1.0846477	0.70596486	-1.6213677	0.6084791	-0.34417805	0.30412605	1.4962481	-1.1687491	2.7940927	3.2034726	0.88057405	0.34335047	0.87674856	0.9146345	-1.1833271	1.4166179	2.1350386	0.21560888	-1.1170763	0.78140646	2.051111	-1.3949971	-1.0634091	-1.1911532	-1.0928721	-0.71329087	-0.87534386	-0.8108145	-1.1236622	2.9064722	0.9479066	0.4048163	1.4878389	1.1079078	-0.5917448	-0.07635418	0.90999365	0.821217	0.23527282	1.8511508
34	-0.29617074	0.56340855	-1.437204	0.64255404	0.710569	-0.6404576	-1.1048247	1.6423136	1.058877	-0.4616043	-1.0155828	0.6035386	-1.5624318	0.5689556	-0.32384843	0.30231732	1.4234024	-1.1474242	2.6428645	3.0285382	0.81683004	0.34992206	0.85865706	0.85959435	-1.1551253	1.3172337	2.036987	0.24782094	-1.1035234	0.7575215	1.9478276	-1.3693386	-1.0219923	-1.1610978	-1.0500495	-0.62174755	-0.8065891	-0.7913163	-1.0300745	2.7291412	0.90941155	0.37291306	1.3777103	1.0351878	-0.53784144	-0.07638549	0.8767713	0.76376295	0.2005783	1.7641748
35	-0.41947848	0.63787603	-1.6753535	0.7543844	0.8192202	-0.7671125	-1.2429799	1.857319	1.1634179	-0.5172998	-1.1404871	0.77228	-1.7573894	0.68562126	-0.356514	0.35323924	1.6037633	-1.2212343	3.0135014	3.4589705	0.9782657	0.35891548	0.87027353	0.96578526	-1.2344358	1.4974848	2.283037	0.24277557	-1.1788934	0.885193	2.1576314	-1.5195339	-1.1207948	-1.3205559	-1.1688038	-0.79362565	-0.9434312	-0.8410535	-1.2092351	3.1664922	1.0265979	0.4073259	1.6164331	1.2081587	-0.6126707	-0.0622872	0.99633795	0.847321	0.24696565	1.991944
36	-0.3877621	0.57217294	-1.5563955	0.70082515	0.748661	-0.71243405	-1.1742653	1.7560467	1.1044763	-0.46984503	-1.0763812	0.66739804	-1.6444687	0.6149329	-0.311746	0.3359007	1.4974157	-1.163233	2.8409243	3.2361658	0.90743196	0.3460289	0.8429955	0.8716402	-1.2044674	1.3764517	2.1368616	0.22560008	-1.1059238	0.8524382	2.0646458	-1.4361274	-1.0677583	-1.2403809	-1.1181748	-0.7122671	-0.89076203	-0.8109284	-1.1342716	2.9371457	0.9752906	0.41109803	1.4862219	1.1457669	-0.5742461	-0.08338037	0.9421135	0.80906063	0.20352578	1.8852001
37	-0.3993219	0.6004324	-1.5875213	0.73189455	0.76315916	-0.74627006	-1.1829782	1.7953221	1.1372277	-0.47489217	-1.1370982	0.6881997	-1.6883793	0.6458434	-0.3123707	0.35482955	1.5475374	-1.2080008	2.9437432	3.371647	0.9186986	0.37696335	0.8944592	0.92087686	-1.2572412	1.4323202	2.2237628	0.2479659	-1.1794387	0.85309947	2.1389272	-1.4857373	-1.1038252	-1.2717227	-1.1448228	-0.73029155	-0.933365	-0.84593576	-1.1441956	3.026804	0.9782583	0.4408785	1.5464844	1.184495	-0.5946743	-0.07718874	0.970193	0.86770284	0.19516218	1.9378064
38	-0.37907106	0.60516095	-1.6220683	0.702811	0.8007987	-0.7558013	-1.2067449	1.8121513	1.1533675	-0.4967074	-1.1157751	0.72957575	-1.727856	0.68103796	-0.34666047	0.34555155	1.5596454	-1.2410692	2.9486198	3.353839	0.9264565	0.33589327	0.8879565	0.9351747	-1.2566501	1.4564358	2.2277477	0.26125303	-1.1491289	0.86168087	2.1121664	-1.4858238	-1.1010771	-1.3007333	-1.1720163	-0.73525345	-0.879339	-0.85810226	-1.1632564	3.0499456	1.0042384	0.40955567	1.5440232	1.1708629	-0.59093165	-0.09852696	0.97374576	0.8231375	0.23360673	1.9255891
39	-0.36048934	0.5649215	-1.4530513	0.6752455	0.71241057	-0.65418667	-1.0980579	1.6269364	1.0358248	-0.46840316	-1.0127307	0.6394356	-1.5541363	0.58468926	-0.3230176	0.2873866	1.3962011	-1.1067959	2.6441858	3.0380554	0.83252734	0.33102366	0.82670265	0.85678387	-1.1378039	1.3064342	2.0250535	0.23270187	-1.091518	0.7516177	1.9392968	-1.3665644	-1.0094776	-1.1685392	-1.0265814	-0.65566564	-0.83859396	-0.77231395	-1.0580884	2.7599533	0.89964986	0.37535515	1.4040996	1.0317377	-0.5340442	-0.07471948	0.8686204	0.73986614	0.21736851	1.7757671
40	-0.3841378	0.5536331	-1.4578952	0.65790385	0.7269556	-0.7262204	-1.1339011	1.6791142	1.0635896	-0.43729764	-1.0687895	0.66733813	-1.591851	0.6294527	-0.29335025	0.33336815	1.4386715	-1.1427506	2.7344205	3.1507533	0.8692503	0.3350436	0.81164676	0.85610884	-1.1697805	1.3639679	2.0704758	0.2235918	-1.0992123	0.8067503	1.972577	-1.3838438	-1.0346066	-1.1673408	-1.104276	-0.69051445	-0.84599197	-0.7844314	-1.0757947	2.8080225	0.93629485	0.41998518	1.4341367	1.0927064	-0.5379992	-0.078025736	0.9209289	0.79237163	0.19959831	1.7905886
41	-0.3559786	0.55955863	-1.4989864	0.6741452	0.73657686	-0.7128274	-1.1690525	1.7059697	1.086377	-0.441836	-1.0763224	0.65469414	-1.6101097	0.6040209	-0.3100535	0.34572357	1.4824387	-1.16239	2.74943	3.1985765	0.893855	0.3520584	0.80308735	0.85933256	-1.1665627	1.3669868	2.1066153	0.20877616	-1.0976287	0.83907014	2.0136569	-1.4140574	-1.0524868	-1.1917825	-1.11482	-0.71127	-0.86007994	-0.7903194	-1.0991286	2.8744879	0.9701001	0.41528198	1.4636893	1.1268864	-0.56790555	-0.050666854	0.9448629	0.8020231	0.1947788	1.8291254
