	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
25	1.364745	-1.8632567	-1.0913905	0.6042678	-0.4464964	3.1914036	-0.118810415	-2.131071	-0.860655	-3.860232	-0.8958033	-0.9979163	-0.014981038	-0.5006539	-0.5486419	1.8649657	-1.485881	-0.7089702	0.98361313	-1.5676625	-0.12897123	0.28717563	-0.28218764	-0.64479387	-1.9036846	2.4394107	-0.69087774	0.6177041	-1.1937284	-0.9935716	0.023850912	-2.768806	-2.0898488	-0.70372444	-0.33183238	0.17653665	0.0014057179	1.9501364	2.3495998	0.19072318	-0.46189705	-0.08754379	0.5388984	0.39181083	-0.39819908	-3.2701457	-1.9666373	0.52592266	1.803081	0.42699254	-0.6232877	-0.18939783	-2.2298813	0.24854605	-1.6863755
26	1.4794207	-1.9865105	-1.1592649	0.58216715	-0.41496527	3.366462	-0.13314115	-2.2455974	-0.9105406	-4.124698	-0.9761565	-1.0238993	-0.044390935	-0.54573494	-0.54054296	1.9563881	-1.6420572	-0.6885858	1.0280241	-1.671344	-0.20801297	0.33925965	-0.27616367	-0.7343032	-2.0009935	2.590155	-0.7108375	0.6961469	-1.2543786	-1.0214458	0.06614619	-3.009244	-2.2431529	-0.8025288	-0.4036988	0.2421035	0.069973595	2.0660965	2.5096147	0.1518723	-0.5249597	-0.089393385	0.56604964	0.37484872	-0.40028685	-3.53525	-2.06513	0.5979378	1.8876127	0.4680576	-0.6304569	-0.24128191	-2.3785818	0.2545621	-1.7664881
27	1.5164655	-2.044658	-1.1838759	0.62379754	-0.41067913	3.474799	-0.15110046	-2.3165224	-0.9488046	-4.2898045	-1.0320926	-1.0711193	-0.07033789	-0.5257287	-0.53307444	2.0727856	-1.6794982	-0.7071308	1.0562053	-1.743708	-0.21133973	0.35832214	-0.29226038	-0.75471085	-2.0760622	2.6560261	-0.7163584	0.7142156	-1.2575548	-1.0208375	0.092678405	-3.130305	-2.3336298	-0.8518641	-0.44559017	0.2297802	0.07299899	2.13025	2.6450622	0.14300896	-0.5272234	-0.1094603	0.56759965	0.36359164	-0.41162616	-3.6644127	-2.1484737	0.5836356	1.953578	0.50452614	-0.6298347	-0.23392804	-2.5046136	0.29945818	-1.8243682
28	1.3242313	-1.7811065	-1.0227748	0.58557934	-0.4259003	3.060635	-0.13425134	-2.0717425	-0.8287513	-3.7401083	-0.82477254	-0.95011914	-0.023458634	-0.43512252	-0.5249153	1.7999209	-1.4509532	-0.6464561	0.9320138	-1.4597507	-0.13507925	0.27432686	-0.2453366	-0.59498113	-1.800001	2.3574955	-0.6906635	0.5666617	-1.1209261	-0.9331325	-0.00030451966	-2.6642916	-2.0122156	-0.6653597	-0.35836577	0.15440261	0.0031081687	1.8477776	2.231664	0.20971414	-0.42438114	-0.092557125	0.5204155	0.34385887	-0.37422186	-3.1209323	-1.8512968	0.50273484	1.7466618	0.43978417	-0.56073326	-0.171589	-2.1385164	0.25267673	-1.5721138
29	1.3212237	-1.7368587	-1.0343364	0.5505394	-0.3947929	2.9565024	-0.10424631	-1.9963738	-0.8257304	-3.6473434	-0.8500496	-0.9075908	-0.030288227	-0.45865434	-0.48214015	1.7315185	-1.4410125	-0.61860293	0.9177457	-1.4397237	-0.17401944	0.26250604	-0.24278106	-0.61534655	-1.7761382	2.2979195	-0.64759326	0.5734478	-1.1152587	-0.88245064	0.013581917	-2.6113672	-1.979268	-0.6908007	-0.34408388	0.18364762	0.033684626	1.8100489	2.185211	0.15309918	-0.41785777	-0.060276885	0.5143148	0.3564642	-0.36439753	-3.0773942	-1.8357701	0.52164704	1.6739676	0.43101442	-0.5628732	-0.17832683	-2.1188707	0.25826758	-1.5694523
30	1.4191769	-1.9306911	-1.1120849	0.5726724	-0.37767312	3.2498224	-0.09683267	-2.1572306	-0.8712635	-3.9172347	-0.9407746	-0.98389107	-0.020172298	-0.49016473	-0.5187621	1.8635203	-1.5332968	-0.68104976	0.9956626	-1.5791575	-0.1621395	0.33198577	-0.29650667	-0.6811771	-1.9016616	2.450919	-0.6947975	0.63143414	-1.2062141	-0.965198	0.06944161	-2.833862	-2.1497767	-0.7597615	-0.37140518	0.22071178	0.04946761	1.9796284	2.3759704	0.17087619	-0.49800217	-0.07044797	0.54974407	0.3712813	-0.37597555	-3.3469715	-1.9640044	0.5460247	1.8119249	0.43405563	-0.63162446	-0.21517035	-2.2769592	0.23085067	-1.7200876
31	1.4953684	-2.0381079	-1.1489645	0.56390864	-0.42039168	3.4291668	-0.11986125	-2.3267798	-0.85434395	-4.129323	-0.9752223	-1.0435685	0.0055678813	-0.5397649	-0.5762208	1.9280792	-1.6131955	-0.69807094	1.0603038	-1.6394899	-0.19184804	0.31371891	-0.270632	-0.72575974	-1.9698336	2.636793	-0.73013663	0.7422084	-1.27523	-1.0630534	0.08647915	-3.0148141	-2.2407718	-0.77010435	-0.432702	0.27672943	0.075746164	2.1046383	2.4354606	0.17576781	-0.6038699	-0.06435971	0.53455555	0.3874311	-0.3776031	-3.5317783	-2.0511663	0.60682094	1.8924447	0.41863236	-0.682118	-0.22113937	-2.3114965	0.18647978	-1.7674395
32	1.4219995	-1.9084909	-1.1191639	0.5934096	-0.4046351	3.2318597	-0.09607537	-2.160778	-0.8756012	-3.9520338	-0.94696856	-0.9817965	-0.009382116	-0.5220061	-0.51313496	1.8999461	-1.5504344	-0.6667842	0.97633773	-1.5888513	-0.18530586	0.3270696	-0.30986753	-0.6990704	-1.9260075	2.4738057	-0.6772374	0.651777	-1.2031518	-0.9668983	0.055681366	-2.8499346	-2.154987	-0.7669702	-0.3775202	0.20310912	0.059507977	1.9746768	2.4090044	0.16315128	-0.48372215	-0.06660459	0.5585467	0.36459163	-0.39765802	-3.3676355	-1.9865917	0.5538269	1.8247457	0.4578457	-0.6106333	-0.21405685	-2.3060722	0.25339243	-1.6988769
33	1.437012	-1.886643	-1.1402227	0.595576	-0.38400704	3.1659782	-0.09065284	-2.0964816	-0.8700121	-3.843451	-0.9318758	-0.94652194	0.005795691	-0.47351426	-0.5355224	1.8768785	-1.4877934	-0.6358501	0.9608307	-1.5240158	-0.21524644	0.3518978	-0.27656946	-0.6795659	-1.840031	2.4118237	-0.6423832	0.611391	-1.1815684	-0.97134316	0.03882787	-2.8364253	-2.1052754	-0.704165	-0.39807045	0.2286998	0.033814367	1.9972459	2.3596647	0.15254335	-0.4552214	-0.023221167	0.49375916	0.35407224	-0.35734603	-3.293334	-1.9669033	0.5245803	1.7920117	0.42128995	-0.5997522	-0.19333968	-2.2372425	0.26340988	-1.656799
34	1.2292311	-1.7411181	-0.97168535	0.55492824	-0.44631314	3.0096622	-0.12168483	-2.0451353	-0.75531304	-3.6325755	-0.8160173	-0.9430594	-0.027849756	-0.41047043	-0.5551682	1.6913075	-1.4046497	-0.67999154	0.91138387	-1.4322517	-0.08698346	0.21323681	-0.24983163	-0.5626778	-1.7731286	2.3311517	-0.7317068	0.57700586	-1.087753	-0.95542586	0.025651982	-2.5218825	-1.9514985	-0.6242922	-0.31838652	0.15263346	0.0058457963	1.7553269	2.1171694	0.21060203	-0.4483286	-0.09853021	0.51352763	0.37317854	-0.36910146	-2.9876359	-1.812536	0.5318654	1.6643584	0.40940505	-0.60097575	-0.15667017	-2.0563457	0.2194533	-1.6035367
35	1.4793798	-2.0160058	-1.1795421	0.59344846	-0.4204445	3.3999634	-0.10672546	-2.2917912	-0.8758552	-4.1457047	-0.9837889	-1.0169233	0.0019476023	-0.55467975	-0.5868079	1.9299163	-1.6164262	-0.7260943	1.0600516	-1.6704249	-0.1872492	0.32701713	-0.2862424	-0.7082836	-1.975743	2.5997488	-0.7341556	0.70617664	-1.2536052	-1.0745697	0.071319595	-2.990973	-2.249592	-0.7504724	-0.38169792	0.24422537	0.07396601	2.0835679	2.477035	0.17203635	-0.5476225	-0.05827063	0.5491812	0.40499845	-0.3740862	-3.51267	-2.0923505	0.6035162	1.8786713	0.41901216	-0.688407	-0.22324628	-2.3541384	0.21677697	-1.8147082
36	1.4098042	-1.8748139	-1.0812278	0.57118326	-0.38879994	3.187341	-0.10086389	-2.1459603	-0.8609764	-3.8909035	-0.93381345	-0.96675205	-0.015630454	-0.50112456	-0.50753635	1.856013	-1.5203673	-0.6564464	0.96380144	-1.5777419	-0.16753678	0.3048706	-0.27470356	-0.677454	-1.8938444	2.4230301	-0.6672781	0.6484361	-1.1614854	-0.9494284	0.06616041	-2.8277078	-2.1135855	-0.7599782	-0.37998894	0.22211267	0.04951243	1.9629505	2.3603344	0.16218625	-0.5071263	-0.08711166	0.5355392	0.35293883	-0.37699986	-3.3284805	-1.9506866	0.5249906	1.7825724	0.44566426	-0.5993983	-0.21371761	-2.250816	0.23659998	-1.6838664
