	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
20	3.7553773	-0.7501405	0.1513318	1.941246	-0.30213794	-1.8053576	-0.72141564	-1.8764024	-3.3981762	-0.28164577	-1.9651576	-0.44476858	-0.9646719	-1.5945071	-0.52860355	1.5463861	-1.0951482	-0.8749653	0.84105456	0.4659459	1.4253433	1.3330314	1.9199394	-1.035886	-1.3626512	1.3017918	1.7867595	-1.1498458	3.2527144	0.56376934	-0.8083067	-1.2397336	-2.5749745	1.1321535	0.35531402	-0.3085303	-2.4630842	-1.7586092	1.757741	-2.066463	0.9767441	-0.11025621	3.0002394	0.4803078	-1.2857183	3.6336808	2.4650483	0.668001	1.2484665	-0.7704759	0.5053185	1.7205471	0.33367333	-0.12088613	-2.5870175	-2.87096	0.052949622	0.3013406	-1.2062137	0.065661095
21	3.7370741	-0.741435	0.15277117	1.9004753	-0.2924153	-1.7853178	-0.71212596	-1.8391215	-3.3702288	-0.2840716	-1.911607	-0.4248283	-0.95979786	-1.5743474	-0.50043446	1.5463417	-1.0908364	-0.86063856	0.83345324	0.44823217	1.405424	1.3510847	1.8897818	-1.0341935	-1.3659445	1.2881317	1.7759345	-1.1465468	3.221559	0.53924847	-0.8042781	-1.1967556	-2.5550628	1.1220722	0.34290978	-0.2798134	-2.4468677	-1.7292519	1.7532525	-2.0330458	0.96175677	-0.11371821	2.9923315	0.47778404	-1.3008875	3.6097233	2.4238749	0.663702	1.2670542	-0.75146294	0.4963853	1.7182958	0.33082584	-0.09063294	-2.5869758	-2.835494	0.070358574	0.28505838	-1.1987447	0.09165556
22	3.883983	-0.8013828	0.16813564	2.0037847	-0.31342512	-1.8884742	-0.8110076	-1.9629483	-3.5018506	-0.28709835	-2.0503113	-0.478686	-1.0258713	-1.6816067	-0.48146766	1.6081558	-1.098738	-0.9184854	0.87758327	0.48081392	1.4945954	1.380727	1.9950682	-1.0927618	-1.4121699	1.3441713	1.834878	-1.1680405	3.334931	0.52594537	-0.8539057	-1.2721777	-2.6493735	1.1765859	0.37366053	-0.29776964	-2.518003	-1.8887829	1.8572774	-2.174663	1.0069723	-0.10143149	3.1034136	0.47714362	-1.3290217	3.7624216	2.5382807	0.6792244	1.3127831	-0.80535585	0.51518804	1.7839718	0.35130802	-0.092426576	-2.6882865	-2.974816	0.02598174	0.33053112	-1.2272489	0.058135338
23	3.633975	-0.764926	0.15956017	1.8764223	-0.2627087	-1.7385508	-0.73300505	-1.8342764	-3.2720928	-0.2882071	-1.910166	-0.40138888	-0.93125135	-1.5058771	-0.48815757	1.483149	-1.0417637	-0.85605234	0.81876415	0.42087325	1.4035075	1.2786368	1.853487	-1.0104723	-1.3435743	1.2618461	1.6995345	-1.0776521	3.1384516	0.52023476	-0.7749636	-1.156901	-2.4825768	1.0510275	0.35824767	-0.2543975	-2.3787332	-1.7128026	1.6974245	-2.0179076	0.9948962	-0.11650676	2.912994	0.43041876	-1.2236261	3.494813	2.3765097	0.66464764	1.2346774	-0.70417356	0.47722697	1.700165	0.2694341	-0.1066928	-2.4853017	-2.7592049	0.039500706	0.28619632	-1.1019038	0.034969725
24	3.8011553	-0.74938494	0.1662083	1.9248807	-0.28024045	-1.8153813	-0.7171194	-1.8838476	-3.43057	-0.28102577	-1.9642321	-0.44260034	-0.96920824	-1.6054635	-0.5235844	1.5907111	-1.1133753	-0.8684289	0.8258675	0.45864806	1.4335446	1.3486441	1.9395444	-1.0420202	-1.3748378	1.3033798	1.804983	-1.1808252	3.2960517	0.5558144	-0.82497233	-1.2350771	-2.5862746	1.1282834	0.36136743	-0.2947033	-2.465415	-1.7655411	1.763718	-2.0646267	0.9721684	-0.113623135	3.0521197	0.4969776	-1.3179432	3.6617312	2.482738	0.67450345	1.2656204	-0.7677243	0.5049898	1.7541397	0.32052448	-0.10666937	-2.6284935	-2.9126124	0.050884657	0.29752886	-1.232972	0.064474165
25	3.7160647	-0.7548317	0.15626252	1.9358214	-0.26267314	-1.7970082	-0.7198204	-1.8725948	-3.3611298	-0.27981386	-1.951907	-0.43882033	-0.93801767	-1.5398109	-0.47741538	1.5164846	-1.0845171	-0.90102184	0.8410323	0.4715915	1.424108	1.2908221	1.9254817	-0.98692405	-1.3385537	1.2919664	1.7319083	-1.1401656	3.2188444	0.53501326	-0.855331	-1.2353265	-2.523629	1.1095117	0.37375665	-0.2747913	-2.4071553	-1.7466065	1.7287838	-2.0136213	0.9993554	-0.09873968	2.9459372	0.45738724	-1.2615756	3.570354	2.4443252	0.6636258	1.2331698	-0.7208037	0.46882743	1.7181305	0.29632542	-0.09446547	-2.5332987	-2.798529	0.016100843	0.2720168	-1.1618732	0.04972452
26	3.8913736	-0.7659267	0.16535635	1.9942355	-0.33145434	-1.8945225	-0.7424935	-1.9221722	-3.5317369	-0.3324796	-2.051441	-0.46497682	-0.96879673	-1.710288	-0.5154469	1.6433797	-1.1440794	-0.902091	0.8508779	0.5131091	1.4417298	1.4080497	1.9955276	-1.052699	-1.434176	1.3057636	1.8240994	-1.21748	3.3343036	0.5773681	-0.8450372	-1.2661178	-2.6611502	1.1914604	0.36781436	-0.3244038	-2.5429082	-1.8756834	1.8221134	-2.1183345	0.9577489	-0.14633277	3.1170654	0.52300537	-1.345941	3.795589	2.6111853	0.6413773	1.3063006	-0.837714	0.53762317	1.7915746	0.39351937	-0.100888446	-2.7262325	-3.0107336	0.057568755	0.33657643	-1.2766812	0.08995837
27	4.0345697	-0.80032563	0.17211945	2.0627394	-0.32501966	-1.9843326	-0.7372012	-1.9741354	-3.6766798	-0.31418848	-2.0861967	-0.5008769	-1.0145135	-1.744365	-0.5453217	1.6972858	-1.1579078	-0.93320435	0.89345115	0.5362457	1.5160307	1.465755	2.0703712	-1.0714724	-1.4808333	1.394399	1.8939068	-1.2570883	3.4614515	0.58306676	-0.8409063	-1.3341827	-2.7638903	1.2141536	0.36333045	-0.34789872	-2.6537976	-1.9312994	1.9227158	-2.2000027	0.9979637	-0.14227203	3.2212317	0.5364227	-1.4182879	3.935548	2.702471	0.7064257	1.366448	-0.8388545	0.57532996	1.8481661	0.38469145	-0.086544774	-2.817735	-3.1081202	0.050111372	0.33211836	-1.3423448	0.10933153
28	3.6145604	-0.763141	0.15971942	1.8183742	-0.25674614	-1.7050562	-0.7136026	-1.8020077	-3.240445	-0.30860722	-1.8796607	-0.38054487	-0.9090867	-1.4803743	-0.46955848	1.467005	-1.0542109	-0.8511816	0.79522526	0.42542836	1.3799791	1.2520137	1.8297577	-0.9804517	-1.3319702	1.2242229	1.6858113	-1.0857513	3.0909562	0.53164804	-0.80233943	-1.1395823	-2.4185095	1.0284151	0.35585102	-0.23209462	-2.3164756	-1.6850978	1.647328	-1.9572384	0.9669559	-0.12979901	2.8575144	0.4369446	-1.1828228	3.4655175	2.353564	0.63559574	1.2062479	-0.68580145	0.49036843	1.6996541	0.25243714	-0.1064484	-2.4307418	-2.736245	0.038185727	0.28578594	-1.110343	0.022049973
29	3.4850976	-0.6958616	0.13948068	1.7942225	-0.25690868	-1.6820462	-0.66803074	-1.7570994	-3.1219244	-0.27741933	-1.8127121	-0.42543733	-0.8851568	-1.4948701	-0.4721448	1.4544557	-0.9925768	-0.81371534	0.799794	0.42599776	1.3059202	1.2681565	1.7839007	-0.9552865	-1.2576609	1.2251593	1.643988	-1.0802313	2.969094	0.49896976	-0.76878077	-1.1108465	-2.382173	1.0585628	0.32375824	-0.28171915	-2.2731102	-1.6643993	1.6306343	-1.9142071	0.91465026	-0.106853195	2.7803473	0.42585722	-1.2123995	3.376868	2.320192	0.6138302	1.172054	-0.7024021	0.50205815	1.6246563	0.2781825	-0.09007765	-2.4153242	-2.6760182	0.021239262	0.30604118	-1.143066	0.05836447
30	3.7211323	-0.72471696	0.1547458	1.900908	-0.28507236	-1.796487	-0.6779048	-1.8424277	-3.373065	-0.2864464	-1.9415221	-0.4440833	-0.92743564	-1.6038021	-0.5249881	1.5608933	-1.0883842	-0.85201776	0.8080296	0.47288206	1.3844997	1.3212614	1.903609	-1.0205427	-1.3491099	1.2594992	1.7695926	-1.1580051	3.2281299	0.55776554	-0.81130975	-1.2332063	-2.548173	1.1226367	0.35057455	-0.30319703	-2.4269152	-1.7330569	1.7449634	-2.0184975	0.9350129	-0.09687255	2.9820044	0.4935539	-1.2924861	3.6019104	2.4482048	0.6494771	1.2296572	-0.78371304	0.51149374	1.694044	0.3359166	-0.10415146	-2.5767024	-2.8593566	0.055670917	0.299193	-1.2249433	0.071530715
31	3.8991666	-0.72738975	0.18203552	1.9792957	-0.30492768	-1.8690971	-0.70278126	-1.9399908	-3.5541747	-0.31133273	-2.0109596	-0.44244042	-0.9989064	-1.7046635	-0.5219739	1.6417994	-1.1662987	-0.91676	0.8687383	0.48397452	1.4638397	1.4075291	1.9556414	-1.0702119	-1.4124094	1.3368189	1.8631457	-1.2014772	3.365103	0.62542504	-0.8664318	-1.2862546	-2.646841	1.2018787	0.3705396	-0.29951262	-2.5352683	-1.8423306	1.8044674	-2.0856106	0.9913599	-0.10408797	3.1220357	0.50103956	-1.352797	3.7781086	2.5265968	0.68015087	1.3121393	-0.75191265	0.52648264	1.7924612	0.34753174	-0.10369173	-2.6963818	-3.0048597	0.0664247	0.29114947	-1.2845409	0.08696963
32	3.7716508	-0.7257603	0.16402037	1.9032513	-0.2867014	-1.8565692	-0.6591203	-1.8515532	-3.4405143	-0.28970563	-1.9652677	-0.45656228	-0.93519515	-1.6489106	-0.4952011	1.6112572	-1.121722	-0.8765173	0.81660867	0.48865503	1.3987427	1.3516253	1.9272047	-0.97767043	-1.3654249	1.2783258	1.7755195	-1.1903527	3.272706	0.56772923	-0.8145727	-1.2607027	-2.5577009	1.1568738	0.34023523	-0.31173322	-2.4609241	-1.7810701	1.7473203	-2.0185676	0.93399376	-0.11744194	3.025281	0.5100725	-1.3313382	3.652365	2.4889612	0.64418405	1.2566173	-0.7670617	0.5152451	1.7198855	0.3728797	-0.10336844	-2.624639	-2.8953643	0.04619666	0.2772765	-1.2724069	0.08484273
33	3.656245	-0.71904564	0.14668581	1.9197581	-0.26022285	-1.725754	-0.73489416	-1.8575647	-3.312387	-0.2570018	-1.9023565	-0.39689597	-0.9754364	-1.5514925	-0.5255345	1.506512	-1.0930693	-0.8686864	0.8335383	0.42248583	1.4187039	1.3175629	1.8415427	-1.0668359	-1.2947547	1.3085743	1.7350993	-1.1528507	3.1921413	0.5777321	-0.82617414	-1.2036506	-2.5041773	1.1099533	0.3449096	-0.294409	-2.4128964	-1.7291231	1.7098082	-2.0054922	0.98570305	-0.1182459	2.9437454	0.4357946	-1.2722617	3.574108	2.3394916	0.6647956	1.2400844	-0.7074214	0.49809614	1.70091	0.29651332	-0.09046523	-2.5192087	-2.8016098	0.058731534	0.28994036	-1.1835178	0.066992074
34	3.496416	-0.77501863	0.14723669	1.811895	-0.23224641	-1.6277213	-0.7436321	-1.7944418	-3.127379	-0.28274947	-1.841896	-0.3608117	-0.8945126	-1.3506488	-0.44109824	1.3616508	-0.9977857	-0.8392824	0.7869749	0.39900002	1.3713301	1.1740681	1.7907361	-0.9547787	-1.2832816	1.2181379	1.6125066	-1.0305204	3.0130982	0.49760547	-0.78568935	-1.117405	-2.3363094	0.9713589	0.37417954	-0.20830959	-2.2434387	-1.6261146	1.6044173	-1.9441303	1.0043135	-0.113664255	2.7554393	0.3786012	-1.0960488	3.3299732	2.27172	0.64857453	1.1442261	-0.6429765	0.43649867	1.6494998	0.2101416	-0.113481626	-2.2993932	-2.6173038	0.012148408	0.25814617	-0.9869891	-0.010956593
